value,count
4140,1
4163,1
4168,496
4172,1
4182,1
4183,2
4187,1
4196,1
4198,1
4200,1
4205,1
4206,1
4210,1
4211,1
4214,1
4215,3
4218,1
4220,1
4222,1
4226,2
4227,6
4228,1
4229,1
4230,1
4231,2
4235,1
4238,1
4239,3
4242,1
4244,1
4245,16
4248,1
4252,1
4253,1
4254,1
4256,1
4257,250
4259,3
4260,1
4263,1
4265,248
4267,4
4268,4
4270,2
4272,1
4273,1
4274,3
4277,1
4278,186
4279,1
4282,187
4283,1
4284,5
4286,186
4290,4
4291,2
4293,1
4294,47
4295,2
4297,1
4298,94
4300,2
4301,3
4302,892
4304,1
4306,889
4307,1
4310,360
4312,1
4313,2
4314,321
4316,7
4318,15
4320,1
4321,1
4322,21
4324,6
4325,2
4326,14
4329,2
4330,8
4332,4
4333,2
4334,1010
4336,3
4338,16
4339,3
4340,1
4342,528
4343,2
4344,2
4346,522
4347,2
4348,1
4349,1
4350,10
4351,4
4352,2
4354,512
4355,508
4356,3
4357,3
4358,16
4359,2
4360,2
4362,5
4363,3
4366,7
4367,3
4368,3
4370,13
4371,497
4373,2
4374,3
4375,1
4376,1
4377,2
4378,550
4379,4
4382,7
4384,1
4386,8
4388,2
4390,124
4392,1
4394,131
4398,132
4400,1
4402,131
4406,6
4410,1
4412,1
4414,7
4418,2
4422,5
4424,1
4426,1
4430,523
4434,3
4438,2
4444,1
4446,1
4450,2
4456,1
4458,2
4460,1
4462,497
4466,1
4478,1
