value,count
9324,1
9334,1
9338,2
9342,3
9346,1
9348,1
9350,4
9352,3
9354,1152
9356,2
9358,6
9360,3
9362,10
9364,1
9366,8
9368,5
9370,12
9372,1
9374,8
9378,585
9380,3
9382,585
9386,6
9388,1
9390,7
9392,1
9394,8
9396,3
9398,4014
9402,591
9406,5
9408,1
9410,16
9412,2
9416,4
9418,1149
9422,1
9424,4
9426,1149
9428,2
9430,1
9434,1
9436,3
9438,4
9440,5
9442,3
9444,3
9446,5
9448,4
9450,4
9452,3
9454,1145
9456,3
9458,6
9460,1
9462,2
9466,1
9468,3
9470,2
9474,4
9476,1
9478,2299
9480,1
9482,1151
9486,3
9490,2
9496,1
9498,1153
9502,4
9504,1
9506,3
9510,1
9514,3
9522,2
9532,2
9534,2
9536,1
9542,1
9546,1
