value,count
4336,3
4340,1
4342,2
4347,2
4348,1
4350,1
4351,2
4354,519
4355,1072
4356,2
4357,2
4358,1
4359,1
4360,1
4362,24
4363,2
4366,1
4367,2
4368,94
4370,1584
4372,2
4373,2
4374,10
4375,2
4376,94
4377,2
4378,285652
4379,1
4380,184
4382,1182
4384,621
4386,2415
4388,1150
4390,545
4392,532
4394,337545
4396,95
4398,602
4400,724
4402,2164
4404,5
4406,195
4408,8
4410,4
4412,5
4414,546
4416,7
4418,6
4420,2
4422,2685
4424,5
4426,111
4428,4
4430,384123
4432,3
4434,2241
4436,6
4438,1341
4442,3
4444,4
4446,3
4448,11
4450,11
4452,5
4454,12
4456,8
4458,14
4460,4
4462,10
4464,2
4466,181
4468,6
4470,357
4472,4
4474,358
4476,3
4478,700
4480,2
4482,9
4484,1
4486,4
4490,217
4492,1
4494,134
4498,265
4502,258
4504,4
4506,169
4508,1
4518,1
4526,1
4530,176
4534,176
4538,176
