value,count
2610,1
2612,1
2623,1
2625,2
2627,2
2629,1
2631,1
2632,1
2633,1
2637,3
2638,21
2639,6
2640,3
2641,8
2643,115
2645,23
2647,23
2649,79
2651,22
2653,9
2655,14
2657,13
2659,7
2661,169
2663,11
2665,10
2667,5
2669,199
2671,29
2672,1
2673,20
2675,13
2676,1
2677,35
2678,2
2679,5
2680,1
2681,64
2682,2
2683,64
2684,1
2685,1
2687,2
2690,3
2692,3
2693,1
2694,4
2695,1
2696,1
2697,4
2698,4
2699,1
2700,1
2701,77
2702,3
2703,6
2704,2
2705,14
2706,3
2707,8
2709,7
2710,2
2711,3
2713,8
2714,1
2715,11
2717,17
2718,3
2719,35
2721,137
2723,92
2725,17
2726,2
2727,56
2728,2
2729,72
2730,2
2731,52
2733,19
2735,2
2737,3
2739,12
2741,4
2742,4
2743,28
2745,6
2746,4
2747,12
2748,2
2749,6
2750,1
2751,1
2752,2
2753,6
2754,2
2755,3
2757,8
2758,6
2759,3
2761,2
2762,39
2763,2
2764,3
2765,1
2766,3
2767,1
2768,4
2769,2
2770,4
2771,5
2772,2
2773,24
2774,2
2775,2
2776,3
2777,2
2778,2
2779,15
2780,2
2781,1
2782,4
2783,1
2784,2
2785,2
2786,2
2787,1
2788,2
2789,1
2790,2
2791,1
2793,1
2796,2
2797,1
2798,2
2799,12
2800,3
2801,13
2802,3
2803,3
2804,3
2806,12
2808,3
2809,7
2810,9
2811,2
2812,4
2813,16
2814,7
2815,9
2816,4
2817,13
2818,2
2819,16
2820,1
2821,2
2822,9
2823,15
2825,7
2826,12
2827,21
2828,5
2829,9
2830,4
2831,97
2832,7
2833,16
2834,11
2835,15
2836,8
2837,21
2838,17
2839,7
2840,1
2841,142
2842,4
2843,24
2844,2
2845,67
2846,9
2847,27
2848,5
2849,51
2850,14
2851,87
2852,7
2853,62
2854,3
2855,578
2856,2
2857,70
2858,3
2859,11
2860,5
2861,1
2862,4
2863,16
2864,1
2865,23
2866,4
2867,67
2868,1
2869,54
2870,12
2871,8
2872,5
2873,16
2874,5
2875,6
2876,6
2877,123
2878,14
2879,98
