value,count
10044,10
10046,9
10048,1
10050,4
10052,1
10056,4
10058,5
10060,6
10062,14
10064,11
10066,11141
10068,20
10070,79
10072,4981
10074,19
10076,243
10078,237
10080,323
10082,26
10084,6
10086,46
10088,6
10090,3755
10092,17
10094,47
10096,9
10098,62
10100,23
10102,263
10104,4
10106,1392
10108,17
10110,147
10112,6
10114,16286
10116,32
10118,117
10120,27
10122,346
10124,14
10126,9184
10128,28
10130,25627
10132,30
10134,125
10136,38
10138,2518
10140,48
10142,2605
10144,373
10146,93
10148,386
10150,114
10152,390
10154,117
10156,32
10158,8709
10160,28
10162,140
10164,21
10166,383
10168,79
10170,428
10172,48
10174,195
10176,723
10178,5566
10180,306
10182,3978
10184,59
10186,25286
10188,296
10190,5781
10192,48
10194,429768
10196,714
10198,1040
10200,26
10202,52
10206,25
10208,4
10210,10227
10212,2
10214,89
10216,1
10218,26
10220,5
10222,3687
10224,13
10226,39
10228,9
10230,13
10232,2460
10234,20
10236,13
10238,32
10240,23
10242,26
10244,11
10246,4855
10248,11
10250,26
10252,6
10254,27
10256,26
10258,8415
10260,5
10262,302
10264,14
10266,18
10268,3
10270,9
10272,10
10274,19
10276,4
10278,11
10280,5
10282,2444
10284,2
10286,1202
10288,12
10290,12
10292,4
10294,6
10296,2
10298,6
10300,3
10302,5
10304,3
10306,7
10308,2
10310,38
10312,1207
10314,20
10318,10
10320,1
10322,4884
10324,1
10326,40
10328,4
10330,13
10332,3
10334,4
10336,3
10338,1
10344,1
10348,1
10352,1
10354,4
10356,2
10360,1
10362,2
10364,1
10366,1
10370,2
10378,2
10382,1
10384,1
10400,1
10410,2
10414,1
10428,1
10444,1
10446,1
10448,1
10450,2
10452,1
10454,1
10458,5
10462,3
10466,4
10468,1
10470,2
10474,3
10478,7
10482,1182
10486,1
10490,6
10494,1
10502,1
10504,1
10510,1
10512,1
10530,1
10534,7
10538,6
10546,1
10558,1
10562,1
