value,count
5538,1
5550,1
5556,1
5563,1
5566,2
5569,2
5570,2
5571,3
5573,2
5574,1
5576,1
5578,4
5580,1
5581,1
5585,1
5588,1
5596,1
5597,3
5598,1
5600,1
5601,3
5608,2
5609,1
5612,1
5613,5
5614,105
5617,1
5618,1
5620,1
5621,3
5628,1
5633,4
5634,1
5637,1
5642,1
5645,2
5647,1
5650,1
5653,1
5655,178
5656,1
5658,1
5659,2
5662,2
5663,2
5664,1
5665,5
5666,4
5667,355
5669,2
5670,1
5673,55
5675,2
5677,3
5682,4
5686,2
5687,2
5688,1
5689,1
5691,1
5695,2
5699,2
5701,2
5706,1
5708,2
5709,1
5710,2
5711,2
5712,1
5713,1
5714,5
5716,2
5718,1
5719,2
5723,2
5724,1
5727,1
5731,3
5735,4
5737,1
5739,5
5741,1
5743,1
5745,1
5746,2
5748,1
5749,1
5751,2
5753,5
5754,7
5755,1
5757,580
5758,1
5759,14
5761,8
5762,12
5763,587
5764,3
5765,9
5766,5
5767,16
5768,1
5769,6
5770,3
5771,10
5772,2
5773,4
5774,4
5775,11
5776,1
5777,24
5778,1
5779,3
5780,1
5781,2
5782,1
5783,2
5784,1
5785,7
5786,58
5787,18
5788,1
5789,29
5790,1
5791,17
5792,3
5794,12
5795,2
5796,2
5797,9
5798,7
5799,6
5800,2
5801,6
5802,1
5803,3
5804,1
5805,2
5807,2
5808,3
5809,1
5810,1
5811,4
5813,4
5814,1
5815,8
5816,112
5817,581
5819,1
5820,1
5821,1
5822,4
5823,1
5826,8
5827,2
5828,2
5829,112
5830,8
5832,3
5833,5
5834,9
5835,1
5836,2
5837,3
5838,5
5840,2
5841,2
5842,10
5843,4
5844,1
5845,1404
5846,40
5847,2
5848,3
5849,2
5850,4
5851,2
5852,6
5853,7
5854,3
5855,5
5856,5
5857,1
5858,242
5859,1
5861,1
5862,257
5863,115
5864,1
5865,3
5866,251
5867,4
5868,3
5869,1
5870,36
5871,3
5872,6
5873,3
5874,9
5875,1282
5876,6
5877,8
5878,18
5879,11
5880,9
5881,2
5882,3352
5884,5
5885,11
5886,18
5887,5
5888,4
5889,4
5890,66
5891,6
5892,1
5894,1422
5895,1
5896,5
5897,4
5898,1369
5899,3
5900,3
5902,641
5903,3
5904,11
5905,3
5906,170
5908,2
5909,2
5910,9
5911,2
5912,36
5913,4
5914,15
5916,7
5917,1
5918,2186
5919,1
5920,7
5921,2
5922,30
5923,1
5924,9
5926,45
5927,1
5928,6
5929,3
5930,2049
5931,1
5932,7
5933,5
5934,2150
5935,5
5936,6
5937,3
5938,2336
5939,4
5940,8
5941,1
5942,1984
5943,9
5944,13
5946,901
5947,6
5948,13
5949,1
5950,24
5951,1
5952,7
5953,3
5954,639
5956,2
5957,4
5958,26
5959,5
5960,1
5961,3
5962,1515
5963,5
5964,7
5965,4
5966,1404
5967,3
5968,6
5969,2
5970,48
5971,1
5972,16
5973,138
5974,1334
5975,8
5976,6
5977,2
5978,60
5979,2
5980,5
5981,4
5982,2285
5983,1
5984,13
5985,143
5986,3178
5987,1
5988,3
5989,142
5990,2080
5991,2
5992,11
5993,139
5994,270
5995,1
5996,8
5997,142
5998,716
5999,1
6000,15
6001,145
6002,11
6003,2
6004,12
6005,4
6006,21
6007,5
6008,9
6009,2
6010,670
6011,2
6012,11
6014,641
6015,9
6016,15
6018,47
6019,3
6020,11
6021,2
6022,25
6023,3
6024,17
6025,1
6026,418
6027,9
6028,12
6029,1
6030,68
6031,14
6032,26
6033,2
6034,1322
6035,3
6036,20
6037,5
6038,80
6039,4
6040,20
6041,7
6042,63
6043,4
6044,31
6045,25
6046,74
6047,26
6048,27
6049,2
6050,84
6051,5
6052,30
6053,4
6054,2397
6055,692
6056,831
6057,23
6058,402
6059,8
6060,75
6061,1372
6062,1426
6063,587
6064,22
6065,1
6066,1515
6067,6
6068,15
6069,1
6070,3546
6071,1
6072,25
6073,4
6074,1550
6075,5
6076,63
6077,3
6078,869
6079,1
6080,26
6081,3
6082,30
6083,12
6084,12
6085,6
6086,10973
6087,5
6088,4217
6089,4
6090,58
6091,1
6092,33
6094,1586
6095,113
6096,29
6098,67
6099,757
6100,23
6102,42
6103,14
6104,24
6106,51
6107,1
6108,40
6110,1219
6112,40
6114,1481
6116,50
6118,634
6120,41
6122,3336
6124,12
6126,3705
6128,9
6130,1407
6132,6
6134,62
6136,15
6138,16
6139,1
6140,2
6141,565
6142,12
6143,1
6144,11
6145,1
6146,616
6148,8
6149,5
6150,29
6152,128
6153,5
6154,3093
6156,13
6157,1
6158,39
6160,38
6161,1
6162,42
6164,9
6166,41
6168,9
6169,1
6170,1354
6172,13
6174,60
6176,15
6177,5
6178,43
6180,16
6182,1630
6184,26
6185,1
6186,2250
6188,9
6189,1
6190,2048
6192,39
6193,1
6194,1619
6196,16
6198,96
6199,1
6200,6
6202,47
6204,10
6206,66
6208,6
6210,31
6212,3
6214,7017
6215,2
6216,6
6218,56
6220,9
6222,16
6224,12
6226,193
6227,1
6228,10
6229,1
6230,19
6232,6
6234,1316
6236,3
6237,1
6238,38
6240,13
6242,8
6244,4
6246,6
6248,3
6249,7
6250,2
6252,2
6253,1
6254,524
6255,2
6256,4
6258,9
6261,1
6262,5
6263,2
6264,1
6265,3
6266,51
6268,7
6269,1
6270,10
6271,1
6272,1
6273,2
6275,1
6276,3
6277,1
6278,542
6280,12
6282,15
6284,6
6286,22
6288,9
6290,17
6292,10
6294,17
6295,1
6296,4
6298,23
6300,10
6301,1
6302,19
6304,2
6306,52
6310,10
6312,12
6313,4
6314,16
6318,5
6320,1
6322,25
6324,2
6326,34
6327,1
6330,189
6333,1
6334,182
6336,2
6338,181
6340,2
6342,3
6344,4
6346,1522
6348,1
6350,13
6352,2
6354,62
6358,73
6362,120
6363,2
6366,2
6368,1
6370,1
6374,1
6375,1
6376,1
6380,1
6382,2
6383,1
6392,3
6395,1
6398,4
6400,1
6402,1
6411,1
6416,1
6418,1
6423,1
6424,1
6426,1
6436,1
6446,1
