value,count
4258,1
4260,1
4262,1
4280,1
4285,1
4290,3
4292,1
4294,4
4296,3
4298,617
4300,2
4301,3
4302,534
4304,5
4305,1
4306,536
4308,4
4309,2
4310,1226
4311,1
4312,2
4314,277
4315,2
4316,5
4318,20
4320,3
4322,11
4324,4
4325,1
4326,8
4328,1051
4329,261
4330,5
4332,3
4333,260
4334,530
4338,11
4339,1
4340,1
4342,1327
4343,1
4344,2
4346,271
4347,4
4349,1
4350,3
4351,2
4352,1
4353,1
4354,4
4355,524
4356,2
4357,1
4358,2
4360,3
4362,524
4363,2
4367,1
4368,2
4370,1
4371,1
4373,1
4374,1
4375,1
4377,1
4378,1
4382,1
4386,2
4392,1
4394,1
4400,1
4404,2
4408,1
4416,1
4422,4
4426,2
4430,528
4434,528
4436,1
