value,count
10066,1
10070,251
10074,1
10076,3
10078,4
10080,254
10082,6
10084,1
10086,2
10090,258
10092,1
10094,12
10096,1
10098,17
10100,7
10102,6
10104,7
10106,26
10108,4
10110,272
10112,2
10114,10456
10116,6
10118,27
10120,6
10122,33
10124,1
10126,2497
10128,4
10130,8745
10132,3
10134,26
10136,2
10138,15
10140,6
10142,36
10144,260
10146,18
10148,261
10150,10
10152,261
10154,18
10156,1
10158,8
10160,3
10162,16
10164,1
10166,10
10168,5
10170,270
10172,1
10174,18
10176,265
10178,1513
10180,1
10182,10
10184,1
10186,3015
10188,4
10190,28
10192,1
10194,326125
10196,264
10198,1000
10200,2
10202,1
10224,1
10226,1
10230,4
10234,3
10238,2
10242,1
10244,1
10246,1246
10248,1
10254,2
10258,1
10272,1
10288,1
10290,1
10298,1
10302,1
10306,2
10310,5
10314,1
10322,3
10326,1235
