value,count
2478,1
2483,2
2485,1
2489,30
2490,1
2493,5
2495,22
2497,4
2498,1
2499,4
2500,1
2501,11
2502,1
2503,3
2504,1
2505,12
2507,60
2508,2
2509,270
2510,1
2511,28
2512,3
2513,31
2514,4
2515,107
2516,3
2517,165
2518,55
2519,233
2520,4
2521,30
2522,1
2523,7
2524,1
2525,28
2526,4
2527,52
2528,3
2529,140
2530,4
2531,169
2532,3
2533,65
2535,11
2536,6
2537,66
2538,5
2539,16
2540,6
2541,34
2542,6
2543,35
2544,3
2545,244
2546,6
2547,352
2548,6
2549,350
2550,6
2551,49
2552,7
2553,4
2555,5
2556,4
2557,7
2558,1
2559,250
2560,11
2561,19
2562,13
2563,91
2564,8
2565,19
2566,312
2567,11
2568,8
2569,59
2570,13
2571,12
2572,12
2573,67
2574,39
2575,48
2576,16
2577,610
2578,37
2579,59
2580,8
2581,12
2582,376
2583,21
2584,5
2585,69
2586,14
2587,339
2588,10
2589,775
2590,60
2591,52
2592,32
2593,3
2594,1976
2595,118
2596,26
2597,15
2598,156
2599,828
2600,27
2601,11
2602,1515
2603,129
2604,54
2605,6
2606,880
2607,88
2608,10
2609,12
2610,17
2611,531
2612,11
2613,27
2614,148
2615,77
2616,30
2617,20
2618,25
2619,94
2620,37
2621,16
2622,15
2623,697
2624,55
2625,46
2626,132
2627,155
2628,36
2629,191
2630,214
2631,166
2632,56
2633,70
2634,562
2635,173
2636,101
2637,153
2638,8361
2639,447
2640,170
2641,965
2642,225
2643,3165
2644,46
2645,792
2646,42
2647,699
2648,13
2649,1391
2650,10
2651,741
2652,32
2653,453
2654,124
2655,111
2656,7
2657,158
2658,16
2659,54
2660,12
2661,1187
2662,24
2663,178
2664,33
2665,612
2666,55
2667,171
2668,20
2669,4216
2670,60
2671,343
2672,77
2673,123
2674,72
2675,474
2676,89
2677,572
2678,203
2679,125
2680,59
2681,1076
2682,155
2683,198
2684,161
2685,361
2686,72
2687,356
2688,43
2689,377
2690,219
2691,116
2692,179
2693,172
2694,364
2695,59
2696,70
2697,920
2698,291
2699,179
2700,87
2701,6787
2702,282
2703,474
2704,58
2705,2599
2706,249
2707,813
2708,28
2709,450
2710,49
2711,199
2712,38
2713,567
2714,109
2715,434
2716,35
2717,1244
2718,270
2719,1036
2720,48
2721,11288
2722,394
2723,2135
2724,68
2725,379
2726,299
2727,1344
2728,46
2729,1330
2730,334
2731,1264
2732,131
2733,452
2734,1718
2735,583
2736,117
2737,83
2738,32
2739,718
2740,57
2741,120
2742,168
2743,4223
2744,45
2745,209
2746,1042
2747,962
2748,121
2749,246
2750,166
2751,326
2752,61
2753,375
2754,167
2755,667
2756,106
2757,966
2758,1463
2759,4394
2760,184
2761,3243
2762,15967
2763,520
2764,460
2765,400
2766,385
2767,585
2768,206
2769,648
2770,372
2771,1126
2772,119
2773,4491
2774,364
2775,536
2776,160
2777,332
2778,371
2779,1325
2780,127
2781,1772
2782,393
2783,1365
2784,141
2785,11188
2786,379
2787,7571
2788,236
2789,1535
2790,341
2791,196
2792,132
2793,110
2794,315
2795,393
2796,211
2797,305
2798,2354
2799,1784
2800,206
2801,1739
2802,249
2803,338
2804,296
2805,133
2806,583
2807,725
2808,179
2809,218
2810,618
2811,590
2812,135
2813,1146
2814,534
2815,1412
2816,79
2817,1093
2818,286
2819,1306
2820,71
2821,232
2822,319
2823,1810
2824,74
2825,220
2826,617
2827,2951
2828,174
2829,388
2830,252
2831,2314
2832,137
2833,483
2834,733
2835,347
2836,255
2837,485
2838,829
2839,520
2840,136
2841,2991
2842,193
2843,493
2844,69
2845,1535
2846,1163
2847,634
2848,150
2849,808
2850,783
2851,1376
2852,219
2853,1038
2854,411
2855,9063
2856,190
2857,960
2858,405
2859,853
2860,145
2861,242
2862,197
2863,343
2864,54
2865,463
2866,1459
2867,623
2868,78
2869,2791
2870,769
2871,370
2872,162
2873,732
2874,1206
2875,660
2876,296
2877,3000
2878,8195
2879,894
2880,414
2881,17710
2882,772
2883,1652
2884,127
2885,6514
2886,709
2887,1962
2888,89
2889,872
2890,211
2891,481
2892,129
2893,3935
2894,1031
2895,1353
2896,177
2897,768
2898,767
2899,5320
2900,152
