value,count
5895,1
5897,1
5901,1
5903,1
5905,7
5907,1
5911,4
5913,2
5915,1
5919,3
5922,1
5924,1
5925,1
5926,1
5928,1
5929,3
5930,1439
5933,6
5934,237
5937,1
5938,235
5941,1
5942,235
5943,13
5944,1
5946,1
5947,5
5948,2
5949,2
5950,2
5952,2
5954,5
5956,2
5957,3
5958,6
5960,1
5961,1
5962,738
5963,1
5964,1
5965,2
5966,14
5967,1
5968,2
5970,7
5971,2
5972,3
5973,2924
5974,3
5975,6
5976,3
5977,7
5978,8
5980,1
5981,4
5982,745
5984,1
5985,3
5986,2897
5987,3
5988,6
5989,9
5990,24
5991,2
5992,3
5993,2
5994,13
5995,1
5996,9
5997,4
5998,10
5999,1
6000,7
6001,4
6002,2
6003,1
6004,2
6005,4
6006,8
6008,729
6009,2
6010,34
6011,4
6012,11
6013,4
6014,2961
6015,5
6016,16
6017,2
6018,38
6019,3
6020,5
6021,4
6022,12
6023,2
6024,18
6025,1
6026,7355
6027,4
6028,8
6029,2
6030,40
6031,6
6032,29
6033,6
6034,2990
6035,2
6036,20
6037,3
6038,46
6039,4
6040,13
6042,61
6043,4
6044,37
6045,2
6046,62
6047,4
6048,16
6049,2
6050,61
6051,6
6052,18
6053,2
6054,871
6055,752
6056,7273
6057,3
6058,34
6059,1
6060,58
6061,733
6062,2949
6063,6
6064,13
6065,4
6066,41
6067,2
6068,5
6069,3
6070,6628
6072,20
6073,4
6074,29
6075,7
6076,45
6077,7
6078,2988
6079,4
6080,21
6081,4
6082,28
6083,3
6084,15
6085,2
6086,16956
6087,5
6088,1495
6089,3
6090,38
6091,3
6092,20
6093,2
6094,1453
6095,709
6096,20
6097,3
6098,27
6099,5141
6100,15
6101,1
6102,20
6103,31
6104,13
6106,25
6107,8
6108,21
6109,1
6110,51
6111,2
6112,32
6114,5152
6116,40
6117,1
6118,79
6119,7
6120,40
6121,1
6122,48
6124,2
6126,3757
6128,12
6130,847
6132,14
6134,35
6136,9
6138,40
6140,8
6142,11
6144,22
6146,25
6148,23
6150,21
6152,3661
6154,85
6156,11
6158,22
6160,48
6162,26
6164,14
6166,38
6168,8
6170,2951
6172,9
6174,38
6176,17
6178,28
6180,19
6182,1463
6184,17
6186,1673
6188,2
6190,1743
6192,48
6194,3155
6196,12
6198,762
6200,3
6202,17
6204,3
6206,38
6208,2
6210,17
6212,3
6214,20233
6216,9
6218,32
6220,3
6222,8
6224,4
6226,21
6228,1
6230,10
6232,1
6234,62
6236,2
6238,15
6240,4
6242,5
6244,4
6248,3
6250,4
6252,2
6254,2
6256,3
6258,1
6260,1
6264,1
6266,1413
6268,2
6270,1
6274,1
6278,6
6280,3
6282,2
6286,21
6288,3
6290,3
6292,1
6294,1
6296,1
6298,21
6300,3
6302,10
6304,1
6306,2
6308,1
6312,1
6314,4
6316,1
6318,1
6322,3
6324,1
6326,1
6330,2
6334,1
6338,2
6342,2
6346,13
6350,2
