value,count
4760,1
4762,2
4764,1
4774,1
4782,1
4786,1
4787,2
4788,3
4795,2
4804,4
4805,2
4806,1
4807,2
4808,1
4811,1
4812,1
4816,1
4818,1
4820,1
4822,3
4824,2
4825,1
4826,1
4827,2
4828,1
4830,2
4832,2
4833,592
4834,1
4835,1
4836,1
4837,2
4839,2
4840,1
4841,1
4842,310
4843,1
4844,4
4845,1
4846,310
4847,1
4848,9
4849,4
4850,6
4851,197
4852,2
4853,4
4854,1088
4855,200
4856,1196
4857,2
4858,1302
4859,4
4860,9
4861,199
4862,171
4863,2
4864,6
4865,4
4866,14
4867,2
4868,4
4869,2
4870,4338
4871,3
4872,8
4874,346
4875,145
4876,4
4878,304
4879,1
4880,5
4882,314
4883,296
4884,4
4886,593
4887,146
4888,9
4889,2
4890,45
4891,3
4892,5
4893,1205
4894,9
4896,20
4897,5
4898,7236
4899,190
4900,6
4901,1
4902,14
4903,4
4904,11
4905,190
4906,621
4907,1
4909,5
4910,587
4911,1
4912,1207
4913,200
4914,3622
4915,2
4916,10
4918,11
4919,4
4920,2
4922,2427
4923,1
4924,11
4925,2
4926,1194
4927,2
4928,3
4930,1272
4932,5
4934,14
4936,1195
4938,730788
4940,10
4942,3578
4944,8
4946,18
4948,2
4950,564
4952,6
4954,7
4956,9
4958,4
4960,3
4962,7
4964,1
4966,562
4968,5
4970,6164
4972,566
4974,868
4976,564
4978,333521
4980,2
4982,15
4984,1
4986,7
4988,2
4990,560
4992,3
4994,3
4996,4
4998,3
5000,1
5002,2
5006,2
5008,1
5010,17
5014,2
5016,3
5018,51
5020,2
5022,9
5024,2
5026,6
5028,2
5030,290
5034,162
5036,2
5038,739
5040,2
5042,7
5046,2
5050,5
5054,9
5058,293
5062,289
5066,1
5074,3
5082,3
5084,1
5086,1
5088,1
5090,569
5092,1
5094,3
5098,1
5100,1
5102,5
5104,1
5114,1
5116,1
5128,2
5134,1
5138,1
