value,count
3010,1
3018,1
3022,1
3024,1
3027,1
3031,1
3035,1
3042,1
3043,1
3045,2
3046,2
3048,1
3049,6
3050,1
3051,1
3053,14
3054,1
3055,12
3057,60
3058,6
3059,65
3060,3
3061,62
3062,81
3063,311
3065,143
3066,1
3067,69
3069,1
3071,2
3074,1
3075,2
3076,1
3077,1
3078,1
3079,1
3081,1
3085,4
3087,5
3088,1
3089,1
3091,15
3092,2
3093,11
3094,6
3095,40
3097,34
3098,1
3099,19
3100,1
3101,19
3102,2
3103,102
3104,2
3105,4
3106,60
3107,9
3108,2
3109,6
3110,1
3111,5
3112,1
3113,47
3114,2
3115,18
3116,2
3117,79
3119,45
3120,1
3121,25
3122,2
3123,4
3125,2
3126,2
3127,3
3128,3
3130,12
3131,4
3133,1
3134,43
3135,3
3136,2
3137,1
3139,7
3140,1
3141,3
3142,1
3143,89
3144,2
3145,22
3146,1
3147,58
3148,1
3149,101
3151,70
3153,72
3154,2
3155,51
3156,4
3157,94
3158,8
3159,2
3160,2
3161,832
3162,1
3163,201
3164,2
3166,61
3167,2
3168,1
3169,3
3172,3
3173,5
3174,2
3175,6
3176,2
3177,2
3178,2
3179,23
3180,5
3181,29
3182,2
3183,9
3184,2
3185,13
3186,3
3187,4
3188,3
3189,46
3190,4
3191,7
3192,1
3193,75
3194,1
3195,24
3197,6
3198,4
3199,49
3200,8
3201,36
3202,48
3203,37
3204,2
3205,182
3206,6
3207,168
3208,3
3209,62
3210,4
3211,6
3212,3
3213,5
3214,1
3215,9
3216,2
3217,5
3218,4
3219,30
3220,7
3221,7
3222,6
3223,22
3224,3
3225,7
3226,3
3227,4
3228,5
3229,8
3230,7
3231,5
3232,3
3233,6
3234,6
3235,11
3236,2
3237,9
3238,14
3239,7
3240,8
3241,13
3242,31
3243,22
3244,9
3245,25
3246,12
3247,14
3248,2
3249,21
3250,22
3251,31
3252,3
3253,19
3254,176
3255,22
3256,9
3257,38
3258,6
3259,24
3260,1
3261,280
3262,22
3263,143
3264,12
3265,203
3266,20
3267,59
3268,9
3269,379
3270,22
3271,96
3272,11
3273,134
3274,43
3275,86
3276,15
3277,607
3278,17
3279,174
3280,2
3281,198
3282,30
3283,126
3284,15
3285,95
3286,23
3287,389
3288,19
3289,372
3290,22
3291,592
3292,7
3293,926
3294,11
3295,1041
3296,10
3297,667
3298,4
3299,445
3300,12
3301,687
3302,41
3303,308
3304,7
3305,1036
3306,37
3307,681
3308,23
3309,54
3310,29
3311,65
3312,12
3313,115
3314,139
3315,56
3316,20
3317,259
3318,41
3319,122
3320,18
3321,51
3322,14
3323,137
3324,3
3325,22
3326,50
3327,817
3328,13
3329,187
3330,32
3331,5
3332,24
3333,325
3334,30
3335,58
3336,10
3337,1796
3338,12
3339,213
3340,10
3341,1037
3342,7
3343,324
3344,10
3345,654
3346,14
3347,400
3348,23
