value,count
4788,2
4806,2
4810,4
4811,2
4814,1210
4816,14
4817,2
4818,10
4820,12
4822,8
4824,10
4826,1834
4828,24
4830,1220
4832,14
4834,26
4836,28
4837,2
4838,1224
4840,26
4842,3042
4846,3038
4848,20
4850,4898
4852,1248
4854,736207
4856,5916
4858,951
4860,12
4862,68
4864,14
4865,574
4866,2408
4870,7158
4871,2
4874,32
4877,2
4878,4
4880,2
4882,4
4884,6
4886,610
4888,4
4890,2
4892,4
4893,2
4894,2
4896,6
4898,586
4900,2
4902,2
4904,614
4905,4
4908,2
4910,4
4913,2
4914,4
4917,301
4918,2
4921,305
4922,1776
4923,4
4924,6
4925,2
4926,2
4934,2
4938,600
