value,count
9522,1
9524,1
9536,1
9541,1
9545,1
9546,1
9553,1
9558,1
9565,1
9574,2
9576,1
9577,1
9579,1
9583,1
9585,1
9587,1
9588,1
9591,2
9595,1089
9597,1
9599,24
9601,14
9602,1
9603,24
9604,1
9605,15
9606,1
9607,21
9608,1
9609,23
9611,27
9612,1
9613,8
9617,1
9618,1
9619,1
9620,1
9629,1
9630,1
9631,1
9632,2
9633,515
9635,2
9637,515
9639,2
9642,4
9643,2
9644,2
9646,3
9647,3
9648,1
9650,1
9651,1
9653,2
9654,8
9655,7
9656,2
9658,60
9659,3
9660,3
9662,72
9663,5
9664,2
9666,2
9667,3
9669,1042
9671,3
9673,4
9674,24
9675,7
9676,2
9677,4
9678,3
9679,4
9680,1
9681,7
9682,6
9683,23
9685,27
9686,5
9687,13
9689,18
9690,3
9691,6
9692,2
9694,1
9695,3
9696,3
9697,2
9698,1
9699,33
9700,2
9701,31
9702,1
9703,13
9704,2
9705,1
9706,1
9707,1
9709,2
9710,5
9711,1
9712,3
9713,1
9714,19
9715,1
9716,3
9718,7
9719,2
9720,2
9721,1
9722,38
9723,24
9724,4
9725,1
9726,1
9727,1
9729,2
9730,2
9732,1
9733,2
9734,2
9735,6
9736,1
9738,6
9740,4
9741,5
9742,16
9743,2
9744,2
9745,2
9746,3
9747,3
9748,5
9749,2
9750,6
9751,6
9754,1
9755,2
9758,1
9759,3
9760,1
9761,2
9762,27
9763,6
9764,4
9765,1
9766,18
9767,2
9768,1
9769,2
9770,16
9771,2
9772,2
9773,3
9774,4
9775,3
9776,1
9777,1
9778,25
9780,5
9781,3
9782,10
9783,2
9785,23
9786,7
9787,1
9788,2
9789,8
9790,2
9791,1
9792,2
9793,4
9794,7
9795,1
9796,4
9797,2
9798,6
9799,3
9800,3
9801,3
9802,7
9803,3
9804,2
9805,13
9806,6
9807,3
9808,2
9809,3
9810,6
9811,1
9812,1
9813,2
9814,1
9815,7
9817,3
9818,1
9819,6
9820,1
9821,1072
9822,6
9823,1
9824,3
9825,5
9826,1043
9827,4
9828,4
9829,3
9830,1045
9831,6
9832,4
9833,2
9834,15
9835,26
9836,3
9837,4
9838,12
9839,2
9840,1
9841,3
9842,6
9843,3
9845,7
9846,10
9847,5
9848,5
9849,10
9850,5
9851,3
9852,2
9853,21
9854,1060
9855,9
9857,12
9858,354
9859,6
9860,3
9861,1151
9862,349
9863,2
9864,2
9865,14
9866,349
9867,7
9868,2
9869,17
9870,8
9871,5
9872,4
9873,4
9874,3
9875,525
9876,3
9877,36
9878,2
9879,533
9880,4
9881,48
9882,1
9883,10
9884,1
9885,21
9886,5
9887,2
9888,1
9889,24
9890,6
9891,18
9892,1
9893,12
9894,17
9895,34
9896,1
9897,2
9898,570
9899,8
9900,2
9901,3
9902,588
9903,5
9904,6
9905,10
9906,9
9907,2
9908,3
9909,1093
9910,1085
9911,40
9912,3
9913,34
9914,19
9915,4
9916,5
9917,7
9918,5
9919,4
9920,2
9921,1
9922,2
9923,9
9924,3
9925,5
9927,2
9928,1
9929,3
9930,7
9931,6
9932,4
9933,2
9934,5
9935,6
9936,6
9937,6
9938,21
9939,11
9940,5
9941,1
9942,10
9943,7
9944,2
9945,8
9946,2
9947,2
9948,2
9949,11
9950,1
9951,16
9953,18
9955,20
9956,5
9957,21
9959,15
9960,7
9961,12
9962,2
9963,3
9964,2
9965,10
9966,1
9967,4
9968,3
9969,6
9970,7
9971,5
9972,4
9973,2
9974,8
9975,5
9976,5
9978,1
9979,10
9980,3
9981,4
9982,5
9983,5
9984,9
9985,3
9986,12
9987,8
9988,3
9989,2
9990,4
9991,6
9993,5
9994,13
9995,4
9996,5
9997,4
9998,15
9999,6
10000,2
10001,3
10002,1
10003,6
10004,2
10006,1
10007,6
10008,1
10009,1
10010,12
10011,1072
10012,4
10013,3
10014,10
10015,14
10016,8
10017,7
10018,21
10019,12
10020,12
10021,4
10022,8
10023,39
10024,6
10025,17
10026,10
10027,6
10028,4
10029,27
10030,15
10031,9
10032,13
10033,5
10034,2505
10035,2
10036,35
10037,3
10038,2109
10040,38
10041,1
10042,2089
10043,6
10044,65
10045,41
10046,2102
10047,1
10048,73
10049,61
10050,87
10051,8
10052,16
10053,8
10054,47919
10055,14
10056,46
10057,5
10058,4032
10059,1081
10060,40
10062,198
10063,5
10064,89
10065,6
10066,43610
10067,1
10068,89
10069,7
10070,231
10071,3
10072,8677
10073,12
10074,298
10075,4
10076,214
10077,8
10078,250
10079,3
10080,465
10081,6
10082,288
10083,7
10084,100
10085,2
10086,247
10087,3
10088,19
10089,2
10090,14270
10091,1
10092,106
10093,4
10094,1103
10095,5
10096,36
10097,2
10098,432
10099,1
10100,107
10101,7
10102,1195
10103,3
10104,79
10105,7
10106,16506
10107,2
10108,95
10109,8
10110,600
10111,1
10112,69
10113,2
10114,70186
10115,3
10116,152
10118,694
10119,4
10120,227
10121,2
10122,926
10123,1
10124,58
10125,3
10126,23766
10127,7
10128,144
