value,count
5898,1
5902,31
5908,1
5910,1
5916,1
5922,2
5923,1
5928,1
5932,2
5933,1
5934,232
5935,1
5936,2
5938,236
5939,1
5940,1
5942,227
5943,4
5944,1
5946,14
5947,1
5948,3
5949,1
5950,3
5951,1
5952,5
5953,2
5954,12
5955,1
5956,1
5957,24
5958,7
5959,2
5960,2
5961,6
5962,729
5963,1
5964,1
5965,5
5966,22
5967,1
5968,3
5969,2
5970,4
5971,2
5972,5
5973,1418
5974,732
5975,4
5976,6
5977,7
5978,5
5980,3
5981,7
5982,2154
5984,1
5985,159
5986,749
5987,2
5988,5
5989,161
5990,11
5991,4
5992,11
5993,157
5994,10
5995,2
5996,5
5997,158
5998,9
6000,12
6001,161
6002,9
6004,8
6005,10
6006,16
6007,3
6008,741
6009,2
6010,768
6011,2
6012,11
6013,4
6014,2373
6015,724
6016,8
6017,2
6018,232
6019,5
6020,11
6021,3
6022,386
6023,5
6024,21
6025,2
6026,6663
6027,1089
6028,11
6029,1
6030,56
6031,1092
6032,36
6033,2
6034,4470
6035,2
6036,22
6037,7
6038,56
6039,4
6040,20
6041,2
6042,79
6043,5
6044,45
6045,5
6046,97
6047,6
6048,34
6049,2
6050,96
6051,2
6052,26
6053,8
6054,1071
6055,3
6056,4330
6057,1
6058,1609
6059,1
6060,110
6061,1483
6062,2736
6063,2
6064,25
6065,4
6066,917
6067,7
6068,21
6069,4
6070,10762
6071,1
6072,36
6073,10
6074,982
6075,7
6076,88
6077,5
6078,3117
6080,34
6081,3
6082,46
6083,783
6084,16
6085,3
6086,25376
6087,10
6088,4443
6089,4
6090,74
6091,6
6092,32
6094,2214
6095,156
6096,39
6098,63
6099,4183
6100,35
6102,74
6103,21
6104,30
6106,1604
6107,1
6108,35
6110,236
6112,47
6114,4747
6116,49
6118,789
6120,54
6122,1060
6124,5
6126,17787
6128,11
6130,4415
6132,9
6134,617
6136,12
6138,34
6140,2
6142,14
6144,23
6146,3620
6148,17
6150,34
6152,1472
6154,1530
6156,14
6158,45
6160,58
6162,44
6164,16
6166,46
6168,10
6170,4442
6172,18
6174,59
6176,13
6178,36
6180,20
6182,2534
6184,95
6186,914
6188,17
6190,2382
6192,45
6194,771
6196,21
6198,185
6200,6
6202,111
6204,7
6206,913
6208,6
6210,204
6212,3
6214,13952
6216,14
6218,522
6220,7
6222,14
6224,13
6226,1294
6228,7
6230,275
6232,4
6234,2646
6236,6
6238,898
6240,16
6242,209
6244,3
6246,7
6250,5
6252,2
6254,29
6256,5
6258,11
6262,10
6264,14
6266,44
6268,3
6270,17
6272,10
6274,8
6276,12
6278,658
6280,26
6282,29
6284,9
6286,765
6288,33
6290,51
6292,15
6294,316
6296,32
6298,1478
6300,27
6302,1519
6304,10
6306,547
6308,7
6310,74
6312,14
6314,70
6316,6
6318,22
6320,6
6322,320
6324,10
6326,140
6328,4
6330,70
6332,8
6334,60
6336,8
6338,73
6340,5
6342,25
6344,15
6346,3485
6348,5
6350,47
6352,8
6354,392
6356,2
6358,1070
6360,3
6362,1372
6364,4
6366,674
6368,2
6370,40
6372,4
6374,7
6376,2
6378,668
6380,2
6382,26
6384,4
6386,133
6388,5
6390,19
6394,26
6398,631
6402,69
6404,1
6406,79
6410,557
6414,615
6416,3
6418,67
