signature_id,distinct_count,cycle_min,cycle_max,signature_hash,value_set_id,value_set_hash,size,representative_m,member_m_list
541,7,4336,4362,c78a9de36451f55f,125,bf391168eb0cbfc9,1,542,542
542,4,4344,4362,09b03edac64958b6,126,c1a6e80cc9d7f60e,1,543,543
543,88,4336,4504,4cd59aaa40e0aa30,127,a8c7811f88487312,1,544,544
544,94,4336,4538,02ef3452e8f81479,128,7e0702d945987bda,1,545,545
545,25,4368,4442,193216b8b6cfc56e,129,a776b0178c1333af,1,546,546
546,24,4370,4438,cbbee51f52bec304,130,66e41f60fea4c7de,1,547,547
547,12,4378,4430,1ba87a6d9320cb2e,131,e33d4207d3edcdf3,1,548,548
548,21,4382,4440,93cfb5cfced35191,132,e115a997f99db12a,1,549,549
549,30,4390,4502,58cc4d191e263c7a,133,78be0ba5c86ec1ef,1,550,550
550,5,2624,2638,94b3c150e165850a,106,e8f7791cc840982e,1,551,551
551,8,4410,4442,c2c74b970a5aeee9,134,5c9042b9fd9eac4a,1,552,552
552,4,4602,4612,cd0f7196c683d750,113,fe104a03c08925f3,1,553,553
553,4,2624,2638,df476f3cd5d79d1a,103,9d8cb7c2d421b364,1,554,554
554,9,4402,4442,c24efa22c3fd67f3,135,4938951a37f8a642,1,555,555
555,3,4522,4534,5883467cb9e61ed5,136,9162023bbdbfaec5,1,556,556
556,5,2624,2638,2cadfdadee554148,106,e8f7791cc840982e,1,557,557
557,9,4402,4442,f285277dfc61ba2b,135,4938951a37f8a642,1,558,558
558,9,4402,4442,63b2d9cb5ea3d5ef,135,4938951a37f8a642,1,559,559
559,4,2624,2638,fc7a103b44d855dd,103,9d8cb7c2d421b364,1,560,560
560,5,2624,2638,8301ff51c80bd3de,106,e8f7791cc840982e,1,561,561
561,4,4602,4612,8f96bca6085834d2,113,fe104a03c08925f3,1,562,562
562,4,4602,4612,2fad2d96861e490e,113,fe104a03c08925f3,1,563,563
563,9,4402,4442,74cce7de92f6f1a0,135,4938951a37f8a642,1,564,564
564,9,4402,4442,ecb21313e7573b8d,135,4938951a37f8a642,1,565,565
565,3,4536,4568,00f43eb54d3f4b15,137,d185f571ea379d57,1,566,566
566,4,4602,4612,aadd2a908829fd58,113,fe104a03c08925f3,1,567,567
567,9,4402,4442,20bbdc83abc0a80a,135,4938951a37f8a642,1,568,568
568,4,4602,4612,695297d8adc54c6d,113,fe104a03c08925f3,1,569,569
569,13,4548,4586,c4e650b2d16f1e57,138,eea0b6bf61573ff1,1,570,570
