m,trial_idx,rng_seed,timed_out,repeat_after,max_value,cycle_length,cycle_min,cycle_max,distinct_tail_values,value_set
2,437,7748587210147057075,0,9,5,3,4,5,2,4;5
3,1581,6343173161692769377,0,14,14,4,12,14,2,12;14
16,129,16766632810875673506,0,215,133,17,112,118,4,112;114;116;118
8,169,6352799133027496947,0,84,52,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
4,1285,14642520409998829152,0,28,22,6,14,17,4,14;15;16;17
2,438,13184001751836523803,0,7,5,3,4,5,2,4;5
16,130,12778307737221965624,0,160,272,17,112,118,4,112;114;116;118
4,1286,3461916456120397973,0,20,19,7,10,17,6,10;12;13;15;16;17
25,94,17312100700336484902,0,219,256,26,114,118,3,114;116;118
2,439,13717869931783786786,0,8,5,3,4,5,2,4;5
4,1287,66890956903152738,0,15,17,7,10,17,6,10;12;13;15;16;17
3,1582,637925189947668020,0,16,14,4,12,14,2,12;14
49,78,12678299136940481982,0,2016,978,50,300,314,4,300;306;310;314
2,440,12508064012561964178,0,8,5,3,4,5,2,4;5
4,273,7817763022389748605,0,28,19,7,10,17,6,10;12;13;15;16;17
4,1288,17145114503059863104,0,20,19,7,10,17,6,10;12;13;15;16;17
16,131,15087885918067236593,0,228,148,17,112,118,3,112;114;118
3,1357,5459265989311714830,0,16,14,4,12,14,2,12;14
3,1583,13973017069406792350,0,13,14,4,12,14,2,12;14
8,170,1064958386170819999,0,144,82,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
4,274,5125955188344621589,0,16,17,7,10,17,6,10;12;13;15;16;17
2,748,8022751688617176659,0,9,5,3,4,5,2,4;5
2,441,12470442652741273292,0,7,5,3,4,5,2,4;5
3,1358,6341261704877450491,0,17,16,4,12,14,2,12;14
4,1289,7634483142686000819,0,27,19,7,10,17,6,10;12;13;15;16;17
3,1584,4155145904810724007,0,13,14,4,12,14,2,12;14
16,132,7042144190556213927,0,179,131,18,62,67,4,62;64;65;67
4,275,11104815579746786143,0,18,22,5,20,22,2,20;22
3,1359,2613833700474629044,0,16,14,4,12,14,2,12;14
4,1290,6409421018339102559,0,28,19,7,10,17,6,10;12;13;15;16;17
3,1585,16697102562284340844,0,14,14,4,12,14,2,12;14
2,749,17619016103814004892,0,9,5,3,4,5,2,4;5
3,1360,10092047097115153205,0,13,14,4,12,14,2,12;14
4,276,10215468525048747976,0,28,19,7,10,17,6,10;12;13;15;16;17
2,442,4997029504233677813,0,8,8,1,8,8,1,8
3,1586,8994182201230246207,0,13,14,4,12,14,2,12;14
49,79,10271743519748436421,0,1118,869,50,196,201,2,196;201
3,1361,5662502145509913731,0,13,14,4,12,14,2,12;14
4,277,3221212998099311859,0,23,19,7,10,17,6,10;12;13;15;16;17
4,1291,13139827488261260570,0,31,19,7,10,17,6,10;12;13;15;16;17
3,1587,12513642671298032865,0,27,14,4,12,14,2,12;14
25,95,11353241762649785016,0,766,281,52,172,178,4,172;174;176;178
8,171,13826337256968527247,0,82,48,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,443,5178465972698932929,0,11,8,1,8,8,1,8
3,1362,3553593821795898737,0,14,14,4,12,14,2,12;14
4,1292,10530545354573356347,0,31,19,7,10,17,6,10;12;13;15;16;17
4,278,7240276738519755462,0,31,21,6,14,17,4,14;15;16;17
2,444,9266564370254048921,0,8,5,3,4,5,2,4;5
3,1363,12895953292217436051,0,14,14,4,12,14,2,12;14
2,445,11036395895783536476,0,7,5,3,4,5,2,4;5
4,279,534855627318497046,0,34,21,6,14,17,4,14;15;16;17
3,1364,4207720939680503222,0,19,14,4,12,14,2,12;14
2,446,6903724764390586511,0,8,5,3,4,5,2,4;5
3,1365,17231273115921367553,0,13,14,4,12,14,2,12;14
4,280,7237496850792415911,0,25,19,6,14,17,4,14;15;16;17
4,1293,12126602253905130692,0,15,17,7,10,17,6,10;12;13;15;16;17
2,447,13083129901532617222,0,7,5,3,4,5,2,4;5
25,96,6681647210512341845,0,665,408,27,150,166,5,150;156;158;164;166
25,1095,2808745771336064178,0,2625,262,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
3,1588,2056510433544627953,0,12,14,4,12,14,2,12;14
2,448,11376169970538659445,0,11,8,1,8,8,1,8
4,1294,2315163189875992791,0,34,19,7,10,17,6,10;12;13;15;16;17
49,80,4933473316043764187,0,1328,961,50,350,358,4,350;354;356;358
3,1589,8104794975661634777,0,14,14,4,12,14,2,12;14
2,449,14548678534969903872,0,7,8,1,8,8,1,8
4,1295,3961946657996206829,0,34,21,6,14,17,4,14;15;16;17
3,1590,10299086053323083123,0,13,14,4,12,14,2,12;14
2,450,1627777284055427308,0,11,8,1,8,8,1,8
3,1591,3176411104007678095,0,24,16,4,12,14,2,12;14
4,1296,16800985220418304021,0,32,26,6,14,17,4,14;15;16;17
3,1592,3186609911470449033,0,13,14,4,12,14,2,12;14
8,172,18344781967394618311,0,117,67,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,451,16078561707144574235,0,7,5,3,4,5,2,4;5
4,1297,5032625788924058815,0,20,19,7,10,17,6,10;12;13;15;16;17
3,1593,4553475301871260321,0,14,14,4,12,14,2,12;14
25,1096,10401430398005957348,0,1052,308,27,150,166,5,150;156;158;164;166
25,97,7157906999042896205,0,1610,267,79,180,206,10,180;184;186;188;190;192;194;198;202;206
4,1298,3786684048185353102,0,25,19,7,10,17,6,10;12;13;15;16;17
3,1594,16842450723516280925,0,15,14,4,12,14,2,12;14
4,281,2454642929585966580,0,26,42,7,10,17,6,10;12;13;15;16;17
2,452,16789558624406966451,0,9,5,3,4,5,2,4;5
4,1299,660970537632397801,0,35,19,7,10,17,6,10;12;13;15;16;17
3,1595,16697888240590092206,0,15,14,4,12,14,2,12;14
4,282,6130975728621688800,0,33,21,6,14,17,4,14;15;16;17
2,453,278378788953995164,0,8,5,3,4,5,2,4;5
3,1596,9663497627177128033,0,14,14,4,12,14,2,12;14
4,1300,2641257797979340708,0,21,22,5,20,22,2,20;22
4,283,6114672630671913827,0,17,19,6,14,17,4,14;15;16;17
3,1597,14667248720659178614,0,17,14,4,12,14,2,12;14
2,454,14918000056294310220,0,10,8,1,8,8,1,8
2,985,3900080473212705189,0,7,5,3,4,5,2,4;5
4,1301,3582289847145722356,0,19,19,7,10,17,6,10;12;13;15;16;17
4,284,13276201468329868913,0,34,19,7,10,17,6,10;12;13;15;16;17
3,1598,15744663962603428738,0,15,14,4,12,14,2,12;14
3,1366,2620189829808999754,0,13,14,4,12,14,2,12;14
25,98,12873218352682347658,0,576,433,27,150,166,5,150;156;158;164;166
4,1302,8572418130296476631,0,18,19,6,14,17,4,14;15;16;17
4,285,16246727737527179061,0,27,19,7,10,17,6,10;12;13;15;16;17
3,1367,1068589854652832355,0,14,14,4,12,14,2,12;14
3,1599,13797720569407642806,0,27,14,4,12,14,2,12;14
2,455,4939991118123830901,0,9,5,3,4,5,2,4;5
2,986,10265681982739159749,0,9,5,3,4,5,2,4;5
2,987,12458213110853227064,0,9,5,3,4,5,2,4;5
2,988,7112621747684510793,0,7,5,3,4,5,2,4;5
2,989,16558058854297261271,0,7,5,3,4,5,2,4;5
2,990,1468689861593616309,0,7,5,3,4,5,2,4;5
2,991,15429128713367678042,0,9,5,3,4,5,2,4;5
4,1303,11524086030164493983,0,25,19,7,10,17,6,10;12;13;15;16;17
2,992,10170346078866416110,0,9,5,3,4,5,2,4;5
2,993,4996129065899947425,0,8,5,3,4,5,2,4;5
4,1304,13832620797280798260,0,31,19,7,10,17,6,10;12;13;15;16;17
2,994,5870337370730829878,0,9,7,3,4,5,2,4;5
4,1305,3178553612361695823,0,24,19,7,10,17,6,10;12;13;15;16;17
2,995,9727214439949625341,0,9,5,3,4,5,2,4;5
2,996,4510061998344754611,0,7,5,3,4,5,2,4;5
4,1306,12033800133080990207,0,16,22,6,14,17,4,14;15;16;17
2,997,3144501782347906851,0,8,5,3,4,5,2,4;5
4,1307,8793742179335282121,0,33,21,6,14,17,4,14;15;16;17
2,998,992821469578140038,0,9,5,3,4,5,2,4;5
4,1308,9017335702242751698,0,29,19,7,10,17,6,10;12;13;15;16;17
2,999,15059096715306122864,0,8,5,3,4,5,2,4;5
4,1309,12493045211918086378,0,28,19,7,10,17,6,10;12;13;15;16;17
4,1310,13965805725647897734,0,21,19,7,10,17,6,10;12;13;15;16;17
4,500,2605050469123637653,0,16,17,6,14,17,4,14;15;16;17
4,1311,712531171937109092,0,25,19,7,10,17,6,10;12;13;15;16;17
4,501,11916589055984257797,0,27,19,7,10,17,6,10;12;13;15;16;17
4,502,1896578969708080071,0,28,19,7,10,17,6,10;12;13;15;16;17
4,1312,7857835947215010192,0,30,21,6,14,17,4,14;15;16;17
3,1368,15950843347784181386,0,23,14,4,12,14,2,12;14
4,1313,13633299659627050165,0,19,19,7,10,17,6,10;12;13;15;16;17
4,503,780855280911567596,0,34,21,6,14,17,4,14;15;16;17
3,1369,4105095080830210346,0,19,14,4,12,14,2,12;14
4,504,8264460377966620575,0,20,19,6,14,17,4,14;15;16;17
3,1370,14866297197500658660,0,13,14,4,12,14,2,12;14
4,1314,11033990669287623338,0,23,23,7,10,17,6,10;12;13;15;16;17
4,505,5605143933787171523,0,21,19,6,14,17,4,14;15;16;17
3,1371,16119028657638670469,0,22,14,4,12,14,2,12;14
4,1315,9433182939248513168,0,17,17,7,10,17,6,10;12;13;15;16;17
4,286,10135059312960720700,0,29,43,6,14,17,4,14;15;16;17
4,506,13610187399174726142,0,28,19,7,10,17,6,10;12;13;15;16;17
3,1372,5515075935261816240,0,13,14,4,12,14,2,12;14
4,1316,10105320196356811486,0,24,19,7,10,17,6,10;12;13;15;16;17
3,1373,11952748975004238845,0,19,16,4,12,14,2,12;14
4,287,5914882871615893495,0,31,19,7,10,17,6,10;12;13;15;16;17
4,507,12646887274157773044,0,31,19,7,10,17,6,10;12;13;15;16;17
3,1374,15039664680386042373,0,13,14,4,12,14,2,12;14
4,1317,357943383126503827,0,30,19,7,10,17,6,10;12;13;15;16;17
4,288,17250207141493807877,0,32,19,7,10,17,6,10;12;13;15;16;17
3,1600,14040836746088060007,0,15,14,4,12,14,2,12;14
2,1256,10362403791091164685,0,9,5,3,4,5,2,4;5
4,508,13093163760149653942,0,17,17,6,14,17,4,14;15;16;17
3,1375,8405297261062694896,0,15,14,4,12,14,2,12;14
4,1318,15633829784050218595,0,27,19,7,10,17,6,10;12;13;15;16;17
4,289,7956584861870158230,0,30,21,6,14,17,4,14;15;16;17
4,509,1740787670580184441,0,25,19,7,10,17,6,10;12;13;15;16;17
3,1601,13833979336466367993,0,13,14,4,12,14,2,12;14
3,1376,12990180049989276907,0,14,14,4,12,14,2,12;14
3,1377,153150382145610989,0,15,14,4,12,14,2,12;14
2,1257,12150667074772397641,0,10,8,1,8,8,1,8
4,1319,1333655527680534494,0,35,19,7,10,17,6,10;12;13;15;16;17
3,1602,16742132601231251533,0,24,14,4,12,14,2,12;14
4,510,9694074925867361242,0,31,21,6,14,17,4,14;15;16;17
3,1378,11066419955996851700,0,14,14,4,12,14,2,12;14
4,290,13734624805024142195,0,33,21,6,14,17,4,14;15;16;17
3,237,14379266025721962709,0,19,14,4,12,14,2,12;14
2,1258,16279245940591006613,0,9,5,3,4,5,2,4;5
3,1379,7737129337531641446,0,16,14,4,12,14,2,12;14
4,291,9108255718679241531,0,23,28,7,10,17,6,10;12;13;15;16;17
4,511,7127890418432586334,0,21,19,6,14,17,4,14;15;16;17
2,1259,4215926034670986855,0,9,5,3,4,5,2,4;5
125,1004,10464185696841064762,0,44320,3148,381,980,1042,16,980;990;992;994;996;998;1000;1002;1006;1008;1018;1022;1030;1034;1038;1042
3,1380,16298648116309837889,0,16,14,4,12,14,2,12;14
4,1320,12809604266299162790,0,30,19,7,10,17,6,10;12;13;15;16;17
4,292,4085849862369484528,0,16,17,7,10,17,6,10;12;13;15;16;17
8,173,12355663394641876400,0,41,36,9,16,19,2,16;19
3,1381,15446439828795748421,0,14,14,4,12,14,2,12;14
3,1603,14947517695675891911,0,13,14,4,12,14,2,12;14
4,1321,17187814212308726324,0,21,19,6,14,17,4,14;15;16;17
3,238,14967528496995349231,0,20,14,4,12,14,2,12;14
2,1260,13078424641171322961,0,9,5,3,4,5,2,4;5
4,293,10166857928050945024,0,35,19,7,10,17,6,10;12;13;15;16;17
4,512,16986144466696669474,0,31,19,7,10,17,6,10;12;13;15;16;17
2,1261,16507983259367499568,0,8,5,3,4,5,2,4;5
2,456,17839983181636399753,0,9,5,3,4,5,2,4;5
25,99,6716086951888277520,0,1037,252,27,150,166,5,150;156;158;164;166
49,81,17579166707190061922,0,2716,1102,50,300,314,4,300;306;310;314
4,1322,7394013186108983438,0,20,19,7,10,17,6,10;12;13;15;16;17
4,513,13978404267089881076,0,23,19,7,10,17,6,10;12;13;15;16;17
2,457,16328320984698369466,0,7,5,3,4,5,2,4;5
3,239,8603609749511655115,0,21,14,4,12,14,2,12;14
3,240,4764007405805096871,0,15,17,4,12,14,2,12;14
4,514,9914401774260872447,0,18,17,7,10,17,6,10;12;13;15;16;17
3,241,3720361283032678896,0,16,14,4,12,14,2,12;14
4,515,7692165245056503466,0,25,19,7,10,17,6,10;12;13;15;16;17
3,242,14954314501113350205,0,21,14,4,12,14,2,12;14
4,516,1736396409985719107,0,20,19,6,14,17,4,14;15;16;17
4,517,17301098718489626299,0,19,19,7,10,17,6,10;12;13;15;16;17
3,243,10728293629463506020,0,14,14,4,12,14,2,12;14
4,518,443244523877453240,0,19,19,7,10,17,6,10;12;13;15;16;17
4,519,12131112288590646462,0,21,22,5,20,22,2,20;22
3,244,5401080001036670453,0,16,14,4,12,14,2,12;14
25,1097,6246280316700181925,0,2069,558,27,150,166,5,150;156;158;164;166
4,520,5609330716195577536,0,17,22,6,14,17,4,14;15;16;17
3,245,15350507899286464805,0,18,14,4,12,14,2,12;14
3,246,18320517294805835260,0,15,14,4,12,14,2,12;14
4,521,1062552889826271672,0,30,19,7,10,17,6,10;12;13;15;16;17
3,247,14744326463790127595,0,16,14,4,12,14,2,12;14
4,1323,449013031838858570,0,21,19,7,10,17,6,10;12;13;15;16;17
4,522,3873207771561295893,0,25,19,7,10,17,6,10;12;13;15;16;17
3,248,15218009534360487398,0,13,14,4,12,14,2,12;14
25,1098,924995615138091916,0,445,325,26,112,118,3,112;114;118
4,1324,14996864739057396644,0,23,19,7,10,17,6,10;12;13;15;16;17
4,523,12837331083205291576,0,19,19,7,10,17,6,10;12;13;15;16;17
3,249,1222073510280015911,0,17,14,4,12,14,2,12;14
4,524,17012377263318438348,0,32,19,7,10,17,6,10;12;13;15;16;17
4,1325,13626870572983447308,0,27,19,7,10,17,6,10;12;13;15;16;17
2,458,12739137377368018892,0,9,5,3,4,5,2,4;5
4,525,15149139476137393878,0,19,19,7,10,17,6,10;12;13;15;16;17
4,1326,1904534595970340243,0,20,31,7,10,17,6,10;12;13;15;16;17
3,250,6831785878842564201,0,21,14,4,12,14,2,12;14
4,526,3996407809018792538,0,15,17,7,10,17,6,10;12;13;15;16;17
2,459,6698459703040420033,0,8,5,3,4,5,2,4;5
3,251,15925305186447006632,0,13,14,4,12,14,2,12;14
3,1604,12489441180724453824,0,22,14,4,12,14,2,12;14
4,527,8038297215432004861,0,19,19,7,10,17,6,10;12;13;15;16;17
4,1327,2822560735914908992,0,31,19,7,10,17,6,10;12;13;15;16;17
3,252,8864370796486306201,0,22,14,4,12,14,2,12;14
2,460,4201736501605043078,0,9,5,3,4,5,2,4;5
4,528,5798274756957286764,0,31,19,7,10,17,6,10;12;13;15;16;17
4,1328,2500650183360598529,0,20,21,6,14,17,4,14;15;16;17
3,253,10362067117400649845,0,27,14,4,12,14,2,12;14
4,529,1628592844271833993,0,31,21,6,14,17,4,14;15;16;17
2,461,15829092852322568668,0,7,5,3,4,5,2,4;5
4,294,1084274681928381275,0,18,19,7,10,17,6,10;12;13;15;16;17
4,530,14551864412795047000,0,15,17,7,10,17,6,10;12;13;15;16;17
3,254,12869408533931942871,0,13,14,4,12,14,2,12;14
4,1329,11364431483097082405,0,28,19,7,10,17,6,10;12;13;15;16;17
2,462,9866210305489942427,0,11,8,1,8,8,1,8
4,295,7076768849125093067,0,33,19,7,10,17,6,10;12;13;15;16;17
4,531,581135676232699331,0,32,21,6,14,17,4,14;15;16;17
4,1330,13633010963310593724,0,21,19,7,10,17,6,10;12;13;15;16;17
4,296,11844569085091329215,0,15,17,6,14,17,4,14;15;16;17
2,463,6707335911312209629,0,9,5,3,4,5,2,4;5
3,255,5408832173862614662,0,22,14,4,12,14,2,12;14
3,1382,14280420141661767011,0,26,14,4,12,14,2,12;14
25,1099,6678410199814374732,0,2925,360,27,150,166,5,150;156;158;164;166
8,174,10560280297183669835,0,50,41,10,30,41,5,30;35;36;39;41
4,1331,13298839102331035448,0,30,19,7,10,17,6,10;12;13;15;16;17
25,1100,15220203087807092758,0,548,406,27,150,166,5,150;156;158;164;166
4,1332,12328597726965873380,0,25,19,7,10,17,6,10;12;13;15;16;17
8,175,10551750424264941603,0,68,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
4,1333,14755960593128302729,0,27,19,7,10,17,6,10;12;13;15;16;17
4,1334,5466355684169470351,0,15,19,7,10,17,6,10;12;13;15;16;17
2,1262,10496575898001193109,0,8,5,3,4,5,2,4;5
4,1335,16848032871670911958,0,38,19,7,10,17,6,10;12;13;15;16;17
2,1263,14588204058968735659,0,8,5,3,4,5,2,4;5
8,176,8623169570118397057,0,118,131,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
4,1336,12623512947928851964,0,16,19,6,14,17,4,14;15;16;17
3,1383,1329145370208511695,0,13,19,4,12,14,2,12;14
2,1264,13836625825822737684,0,7,5,3,4,5,2,4;5
4,1337,12938034906793779026,0,29,19,7,10,17,6,10;12;13;15;16;17
3,1384,17897787017906482685,0,13,14,4,12,14,2,12;14
4,532,4206777788031142191,0,15,17,7,10,17,6,10;12;13;15;16;17
2,1265,6506573728427409178,0,7,5,3,4,5,2,4;5
8,177,9696454268149933819,0,56,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1101,314011837424928747,0,1353,242,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
4,1338,3487787011906080255,0,22,19,7,10,17,6,10;12;13;15;16;17
2,1266,6808971988216073495,0,7,5,3,4,5,2,4;5
4,1339,13107509933191329906,0,31,21,6,14,17,4,14;15;16;17
4,533,2846776633901994989,0,24,19,7,10,17,6,10;12;13;15;16;17
3,1385,8648084232911626002,0,16,16,4,12,14,2,12;14
8,178,14843938218757886749,0,105,48,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
125,17,14290693682691443387,0,15755,3362,762,954,1042,26,954;960;962;964;966;968;970;972;974;978;980;982;984;986;990;992;996;998;1000;1006;1008;1018;1030;1034;1038;1042
2,1267,8383768365219968373,0,9,5,3,4,5,2,4;5
4,534,5458978257176786381,0,31,19,7,10,17,6,10;12;13;15;16;17
4,1340,17561227278291603891,0,19,22,5,20,22,2,20;22
3,1386,3277160902907281216,0,16,14,4,12,14,2,12;14
2,1268,13250048841130216354,0,7,5,3,4,5,2,4;5
4,1341,15089899677258536144,0,26,19,7,10,17,6,10;12;13;15;16;17
4,535,9715343536771280515,0,23,28,6,14,17,4,14;15;16;17
16,133,6591015820315164306,0,915,289,17,112,118,3,112;114;118
8,179,6737270511873126518,0,113,52,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,1269,13177334698125691492,0,9,5,3,4,5,2,4;5
3,1387,11548938618065141995,0,24,14,4,12,14,2,12;14
4,1342,8059111105579109632,0,19,21,7,10,17,6,10;12;13;15;16;17
4,536,684890019134589672,0,23,19,6,14,17,4,14;15;16;17
3,1388,15660799118297699465,0,13,14,4,12,14,2,12;14
2,1270,18140293543045812001,0,8,5,3,4,5,2,4;5
4,1343,1599982805037978908,0,35,19,7,10,17,6,10;12;13;15;16;17
16,134,16579918577870931600,0,136,118,17,114,118,3,114;116;118
4,537,11470317057401187295,0,17,19,7,10,17,6,10;12;13;15;16;17
3,1389,245727069209609304,0,14,14,4,12,14,2,12;14
8,180,17051521728544717781,0,108,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
4,1344,15961708760030545132,0,19,19,6,14,17,4,14;15;16;17
3,1390,8260354087255035025,0,20,14,4,12,14,2,12;14
3,256,548278701644973256,0,19,14,4,12,14,2,12;14
4,538,18018946034388993058,0,30,19,7,10,17,6,10;12;13;15;16;17
4,1345,6652646372059179571,0,30,19,7,10,17,6,10;12;13;15;16;17
3,1391,9373836595492864544,0,16,14,4,12,14,2,12;14
8,181,3738794668199510332,0,90,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,257,12061421798838557876,0,12,14,4,12,14,2,12;14
25,1102,13386480089868253399,0,1380,367,27,150,166,5,150;156;158;164;166
2,1271,10194059276632066226,0,7,5,3,4,5,2,4;5
3,258,11455941294192124121,0,14,14,4,12,14,2,12;14
3,1605,11116483021297473374,0,16,14,4,12,14,2,12;14
2,1272,4218533678592273857,0,9,5,3,4,5,2,4;5
3,1392,12535158204260866837,0,19,14,4,12,14,2,12;14
3,259,12044008926753470806,0,16,14,4,12,14,2,12;14
3,1606,15938147280641759194,0,14,14,4,12,14,2,12;14
2,1273,5290948213877388920,0,9,8,1,8,8,1,8
4,539,7927821619827271965,0,34,21,6,14,17,4,14;15;16;17
2,464,16723725159456548942,0,9,5,3,4,5,2,4;5
3,1393,2342314849326640174,0,15,14,4,12,14,2,12;14
3,260,3897061852205692642,0,15,14,4,12,14,2,12;14
3,1607,6173711637586854091,0,12,14,4,12,14,2,12;14
4,540,5648753390482589399,0,20,23,7,10,17,6,10;12;13;15;16;17
2,1274,4849699967702894072,0,9,5,3,4,5,2,4;5
3,1394,14625335491598977699,0,12,14,4,12,14,2,12;14
4,1346,14816753029919745875,0,33,19,7,10,17,6,10;12;13;15;16;17
2,465,13892139752685158533,0,8,5,3,4,5,2,4;5
49,1000,15143447637877185966,0,849,683,50,350,358,4,350;354;356;358
3,261,2364873577510938047,0,22,14,4,12,14,2,12;14
3,1395,15139681507026406731,0,13,14,4,12,14,2,12;14
3,1608,6789907708904996784,0,16,14,4,12,14,2,12;14
2,1275,16414897804471250680,0,10,8,1,8,8,1,8
2,466,18080113813167349724,0,8,8,1,8,8,1,8
4,541,5710323699930102121,0,20,19,7,10,17,6,10;12;13;15;16;17
25,1103,12398187695425094897,0,1346,236,27,150,166,5,150;156;158;164;166
4,542,7208344614371621567,0,15,17,7,10,17,6,10;12;13;15;16;17
4,543,10659418764043380635,0,28,19,7,10,17,6,10;12;13;15;16;17
4,544,8638055964252023768,0,25,19,7,10,17,6,10;12;13;15;16;17
25,100,11278885848883544735,0,294,226,27,150,166,5,150;156;158;164;166
4,545,13907452458532386427,0,29,19,7,10,17,6,10;12;13;15;16;17
4,1347,3475035171451411399,0,30,21,6,14,17,4,14;15;16;17
3,262,11170808513234907283,0,19,14,4,12,14,2,12;14
3,1609,12821750084723878594,0,14,14,4,12,14,2,12;14
4,297,8092557803923589856,0,26,19,7,10,17,6,10;12;13;15;16;17
4,1348,12605027790576357574,0,27,19,7,10,17,6,10;12;13;15;16;17
3,263,18249587403715051460,0,13,14,4,12,14,2,12;14
4,546,15018383993809616493,0,28,19,7,10,17,6,10;12;13;15;16;17
4,298,10933246916781836141,0,19,19,7,10,17,6,10;12;13;15;16;17
3,1396,852737122185501044,0,19,14,4,12,14,2,12;14
4,1349,1971791693169358457,0,34,21,6,14,17,4,14;15;16;17
4,547,16247623551893245869,0,34,21,6,14,17,4,14;15;16;17
16,135,15305845092643333719,0,142,217,17,112,118,4,112;114;116;118
4,1350,3389923645226997444,0,30,21,6,14,17,4,14;15;16;17
8,182,10337493797208120185,0,63,56,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,1276,8124801113117208141,0,9,5,3,4,5,2,4;5
4,548,8050836718798147032,0,23,25,7,10,17,6,10;12;13;15;16;17
4,1351,4307345858706716835,0,23,19,6,14,17,4,14;15;16;17
3,264,12739274267215180629,0,13,14,4,12,14,2,12;14
4,299,6099100878986778484,0,24,32,5,30,32,2,30;32
4,1352,8965242451330359436,0,21,18,6,14,17,4,14;15;16;17
8,183,9482919689970285926,0,107,51,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
16,136,11431952483929960790,0,260,336,17,112,118,3,112;114;118
3,265,54508890884139646,0,14,14,4,12,14,2,12;14
2,1277,9047818759452689976,0,9,5,3,4,5,2,4;5
4,1353,4885917729644744082,0,20,19,7,10,17,6,10;12;13;15;16;17
4,549,3340816904310833939,0,30,23,7,10,17,6,10;12;13;15;16;17
3,266,5061338706316728735,0,13,14,4,12,14,2,12;14
25,101,13986885365970598271,0,1608,404,52,172,178,4,172;174;176;178
4,1354,4779858783935045699,0,15,45,7,10,17,6,10;12;13;15;16;17
4,550,7500859065486382905,0,22,19,6,14,17,4,14;15;16;17
2,1278,1336607589625920313,0,8,5,3,4,5,2,4;5
3,267,139744918319221848,0,13,14,4,12,14,2,12;14
8,184,17453563430911563319,0,119,53,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
4,1355,1339080530523254139,0,19,19,7,10,17,6,10;12;13;15;16;17
4,551,14178920247757508408,0,30,19,7,10,17,6,10;12;13;15;16;17
2,1279,9549551045880180876,0,8,5,3,4,5,2,4;5
49,1001,18237274397989805639,0,4978,1017,50,196,201,2,196;201
4,1356,867190214263473709,0,25,19,7,10,17,6,10;12;13;15;16;17
4,552,3918201415102857357,0,18,19,6,14,17,4,14;15;16;17
2,1280,11869186222770265398,0,9,5,3,4,5,2,4;5
3,268,7180797935605255085,0,16,14,4,12,14,2,12;14
4,1357,682898050512938515,0,24,19,7,10,17,6,10;12;13;15;16;17
8,185,12874442315789964335,0,111,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,1610,8322596887070395147,0,13,14,4,12,14,2,12;14
2,1281,2370260156176532580,0,9,5,3,4,5,2,4;5
16,137,2485192426747378711,0,558,124,287,66,82,8,66;68;70;72;74;76;78;82
4,553,4410967798197630034,0,20,19,7,10,17,6,10;12;13;15;16;17
4,1358,14558819541399090791,0,29,19,7,10,17,6,10;12;13;15;16;17
3,1611,5159339423932285645,0,13,14,4,12,14,2,12;14
8,186,3003101843262684299,0,87,73,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,1612,12518913482842861814,0,12,14,4,12,14,2,12;14
25,102,11434956463947473574,0,999,271,445,180,206,10,180;184;186;188;190;192;194;198;202;206
3,1613,2803801099570349817,0,13,14,4,12,14,2,12;14
