m,K,K_over_m,cycle_min,cycle_max,rng_seed,trial_idx
100,816,8.16,804.0,808.0,13084405178522369146,0
100,816,8.16,804.0,808.0,8583743441872547707,1
100,770,7.7,762.0,766.0,10657315015811699817,2
100,415,4.15,400.0,411.0,6060713765376344716,3
100,415,4.15,400.0,411.0,15578126168052307727,4
100,750,7.5,720.0,746.0,18082028223870958188,5
100,415,4.15,400.0,411.0,16712787346870039112,6
100,750,7.5,720.0,746.0,12474387970243130712,7
100,666,6.66,656.0,662.0,6134346030687528054,9
100,770,7.7,762.0,766.0,1826317503628921613,10
100,816,8.16,804.0,808.0,8422120416129323235,11
100,415,4.15,400.0,411.0,12997859814090403786,12
100,750,7.5,720.0,746.0,12401647845990835754,13
100,816,8.16,804.0,808.0,6672891873963127049,14
100,415,4.15,400.0,411.0,16459006183181259582,15
100,816,8.16,804.0,808.0,8970446873250374768,16
100,506,5.06,496.0,502.0,16827147186435397209,17
100,816,8.16,804.0,808.0,584197943454145665,18
100,750,7.5,720.0,746.0,6641782269249373984,19
100,816,8.16,804.0,808.0,17677041862250002166,20
100,816,8.16,804.0,808.0,3107304731104406016,21
100,816,8.16,804.0,808.0,14692513683525600203,22
100,816,8.16,804.0,808.0,18135564964598375882,23
100,816,8.16,804.0,808.0,15391361794978476239,24
100,770,7.7,762.0,766.0,2743365482583629453,25
100,816,8.16,804.0,808.0,13044043208527898157,26
100,816,8.16,804.0,808.0,7811688430760930133,27
100,816,8.16,804.0,808.0,8157785545508133290,29
100,816,8.16,804.0,808.0,2905294640603369028,30
100,770,7.7,762.0,766.0,17519327755891844376,31
100,415,4.15,400.0,411.0,7968578607508369626,32
100,816,8.16,804.0,808.0,15929903033125629513,33
100,762,7.62,752.0,758.0,2822941464232175571,34
100,415,4.15,400.0,411.0,5529010238076983906,35
100,770,7.7,762.0,766.0,16317066111994341509,36
100,816,8.16,804.0,808.0,10090930952824149134,37
100,816,8.16,804.0,808.0,13881505075346535006,38
100,415,4.15,400.0,411.0,12805942627784978106,39
100,816,8.16,804.0,808.0,3104927165233243972,40
100,770,7.7,762.0,766.0,3862266100055660627,41
100,816,8.16,804.0,808.0,15528366856210505902,42
100,816,8.16,804.0,808.0,2436557589102883074,43
100,816,8.16,804.0,808.0,10615145614722594387,44
100,816,8.16,804.0,808.0,2371092793555855185,46
100,750,7.5,720.0,746.0,11288720758931982052,47
100,816,8.16,804.0,808.0,11057858464390046719,48
100,816,8.16,804.0,808.0,11019639136620840377,49
112,770,6.875,762.0,766.0,7761417225882158821,7
112,770,6.875,762.0,766.0,5191820541539890685,11
112,770,6.875,762.0,766.0,17346591584168369585,13
112,770,6.875,762.0,766.0,10422956928963545992,20
112,770,6.875,762.0,766.0,16247036241287098760,23
112,770,6.875,762.0,766.0,6327301625226955586,30
112,770,6.875,762.0,766.0,17503164835052422980,37
112,750,6.696428571428571,720.0,746.0,3060704811286321904,41
112,770,6.875,762.0,766.0,9201569012205078611,44
125,770,6.16,762.0,766.0,5315130271701116919,4
125,962,7.696,950.0,958.0,11133332228857297794,6
125,750,6.0,720.0,746.0,7842472092538456619,9
125,750,6.0,720.0,746.0,7705954933140522872,23
125,770,6.16,762.0,766.0,9010303066223538270,25
127,770,6.062992125984252,762.0,766.0,15573749114184980954,10
127,770,6.062992125984252,762.0,766.0,4020360845646749031,14
127,962,7.574803149606299,950.0,958.0,10979767873101010740,15
127,1010,7.952755905511811,1002.0,1006.0,3506071938593570360,19
127,1010,7.952755905511811,1002.0,1006.0,12420183051057402793,26
127,962,7.574803149606299,950.0,958.0,3657389408726624036,30
127,1010,7.952755905511811,1002.0,1006.0,4625229411158871139,32
127,1010,7.952755905511811,1002.0,1006.0,3515652651654165380,36
127,750,5.905511811023622,720.0,746.0,12785634135215171628,41
140,770,5.5,762.0,766.0,4813013594398221806,41
157,770,4.904458598726115,762.0,766.0,17296161128635784865,12
157,770,4.904458598726115,762.0,766.0,1524597053011388659,18
157,770,4.904458598726115,762.0,766.0,4644578225173144372,21
157,770,4.904458598726115,762.0,766.0,14954079121739515510,27
157,770,4.904458598726115,762.0,766.0,12634007193274013747,39
157,770,4.904458598726115,762.0,766.0,7222154485811085346,44
157,770,4.904458598726115,762.0,766.0,18247144709300128954,46
167,1392,8.335329341317365,1368.0,1384.0,577313399576079187,1
167,1392,8.335329341317365,1368.0,1384.0,1484077772236144088,15
167,770,4.610778443113772,762.0,766.0,12396817773239632218,20
167,1350,8.083832335329342,1332.0,1346.0,16034815243189008489,27
167,1350,8.083832335329342,1332.0,1346.0,12101586941494068603,29
167,1392,8.335329341317365,1368.0,1384.0,14326102358872876176,34
176,1350,7.670454545454546,1332.0,1346.0,7627643128176630982,14
176,1350,7.670454545454546,1332.0,1346.0,4391475854821996709,19
176,1350,7.670454545454546,1332.0,1346.0,13968560859011082290,22
197,1614,8.192893401015228,1584.0,1606.0,7550092275116121158,6
197,1350,6.852791878172589,1332.0,1346.0,7819476903751116222,27
197,1614,8.192893401015228,1584.0,1606.0,9246881313872219218,33
211,1710,8.104265402843602,1692.0,1706.0,46364470176448278,2
211,1350,6.398104265402844,1332.0,1346.0,18392802607816724661,4
211,1810,8.578199052132701,1792.0,1802.0,15769062218930427887,14
211,1810,8.578199052132701,1792.0,1802.0,18100719982058644806,20
211,1810,8.578199052132701,1792.0,1802.0,8300962824446617685,32
220,1350,6.136363636363637,1332.0,1346.0,14088930019009963463,0
220,1350,6.136363636363637,1332.0,1346.0,9031607298505425403,10
220,1710,7.7727272727272725,1692.0,1706.0,628196835379249497,18
220,1350,6.136363636363637,1332.0,1346.0,12440710224083886524,19
220,1350,6.136363636363637,1332.0,1346.0,8437574940253187134,20
220,1350,6.136363636363637,1332.0,1346.0,7075502559652932263,21
220,1350,6.136363636363637,1332.0,1346.0,1914940130751852410,23
220,1710,7.7727272727272725,1692.0,1706.0,10667498902763057781,33
220,1350,6.136363636363637,1332.0,1346.0,4465145671348236678,35
220,1710,7.7727272727272725,1692.0,1706.0,17702102901654154408,36
220,1710,7.7727272727272725,1692.0,1706.0,7758602055727391258,39
220,1350,6.136363636363637,1332.0,1346.0,253110303891696432,41
220,1350,6.136363636363637,1332.0,1346.0,880714187452139764,48
247,1350,5.465587044534413,1332.0,1346.0,7099319770792329335,1
247,1350,5.465587044534413,1332.0,1346.0,11488387062344408365,8
247,1350,5.465587044534413,1332.0,1346.0,5027917929503422816,11
247,1710,6.923076923076923,1692.0,1706.0,12570447152424782851,14
247,1350,5.465587044534413,1332.0,1346.0,937498330819903254,29
247,1350,5.465587044534413,1332.0,1346.0,2083286073288021837,35
247,1350,5.465587044534413,1332.0,1346.0,5783353554422926281,39
247,1710,6.923076923076923,1692.0,1706.0,13887295614166926779,40
247,1350,5.465587044534413,1332.0,1346.0,15674686610687115565,43
247,1350,5.465587044534413,1332.0,1346.0,5995584355847480916,47
247,1710,6.923076923076923,1692.0,1706.0,10853670402202138995,48
276,2638,9.557971014492754,2622.0,2630.0,12721775074837577102,3
276,1350,4.891304347826087,1332.0,1346.0,13879382401545306224,8
276,1710,6.195652173913044,1692.0,1706.0,11748072510515220298,9
276,2046,7.413043478260869,2028.0,2042.0,3837399894670282525,11
276,2046,7.413043478260869,2028.0,2042.0,6815906009301540331,12
276,1710,6.195652173913044,1692.0,1706.0,12873391565497486952,13
276,2224,8.057971014492754,2212.0,2216.0,17280499442010777177,18
276,2046,7.413043478260869,2028.0,2042.0,13816480455714279163,21
276,2224,8.057971014492754,2212.0,2216.0,2166240173275355144,26
276,2046,7.413043478260869,2028.0,2042.0,7164717903441392414,28
276,2224,8.057971014492754,2212.0,2216.0,7936500284625859589,29
276,1710,6.195652173913044,1692.0,1706.0,14810759557798056562,30
276,2046,7.413043478260869,2028.0,2042.0,3223871549867604303,35
276,2224,8.057971014492754,2212.0,2216.0,12328292415456418259,36
276,2224,8.057971014492754,2212.0,2216.0,14436503130445244076,37
276,1350,4.891304347826087,1332.0,1346.0,12548179784582157641,38
276,2224,8.057971014492754,2212.0,2216.0,8604354329539665809,42
276,2224,8.057971014492754,2212.0,2216.0,6017482068899397420,43
276,1710,6.195652173913044,1692.0,1706.0,4702445369302906384,48
276,1350,4.891304347826087,1332.0,1346.0,17024585086060762494,49
309,2638,8.537216828478964,2622.0,2630.0,4154672263252710606,0
309,2638,8.537216828478964,2622.0,2630.0,13880359934409198673,7
309,2638,8.537216828478964,2622.0,2630.0,18403044442948545917,9
309,2638,8.537216828478964,2622.0,2630.0,9578373085308408380,10
309,2638,8.537216828478964,2622.0,2630.0,10437608674584398069,12
309,2046,6.621359223300971,2028.0,2042.0,549691607258924112,15
309,2378,7.6957928802588995,2366.0,2374.0,12151543144558996728,18
309,2638,8.537216828478964,2622.0,2630.0,13092331801297553735,20
309,2638,8.537216828478964,2622.0,2630.0,16983145487832069782,22
309,2378,7.6957928802588995,2366.0,2374.0,17414935954550873595,23
309,2046,6.621359223300971,2028.0,2042.0,618141149092555634,24
309,1350,4.368932038834951,1332.0,1346.0,1213638377332905586,25
309,2638,8.537216828478964,2622.0,2630.0,6013910093124310238,26
309,2638,8.537216828478964,2622.0,2630.0,11257983096470445732,27
309,2638,8.537216828478964,2622.0,2630.0,10863248927797935458,30
309,2638,8.537216828478964,2622.0,2630.0,9738049891895121188,32
309,2638,8.537216828478964,2622.0,2630.0,13343924762100836929,33
309,2046,6.621359223300971,2028.0,2042.0,11754729892754498280,34
309,2046,6.621359223300971,2028.0,2042.0,11344383384574770568,36
309,2638,8.537216828478964,2622.0,2630.0,1296229225847656448,39
309,2638,8.537216828478964,2622.0,2630.0,7750722737506741048,40
309,2378,7.6957928802588995,2366.0,2374.0,7725597517481306295,49
346,2046,5.913294797687861,2028.0,2042.0,4375118246929331709,3
346,2046,5.913294797687861,2028.0,2042.0,3297979333637664528,4
346,2046,5.913294797687861,2028.0,2042.0,8412003930840434496,21
346,2046,5.913294797687861,2028.0,2042.0,266703213473546657,23
346,2046,5.913294797687861,2028.0,2042.0,4239700527068093873,30
346,2046,5.913294797687861,2028.0,2042.0,16579266992950417173,34
346,2046,5.913294797687861,2028.0,2042.0,2947760687447255472,35
387,2046,5.286821705426356,2028.0,2042.0,6527176019231349278,4
387,2046,5.286821705426356,2028.0,2042.0,12092483699527081982,12
387,2046,5.286821705426356,2028.0,2042.0,7151151445270146712,14
387,2378,6.144702842377261,2366.0,2374.0,1531639648164493490,15
387,2378,6.144702842377261,2366.0,2374.0,12765030276067882629,19
387,2378,6.144702842377261,2366.0,2374.0,8780696327453069847,20
387,2046,5.286821705426356,2028.0,2042.0,3132260110682818785,25
387,2642,6.82687338501292,2634.0,2638.0,11536078620527833440,28
387,2046,5.286821705426356,2028.0,2042.0,10249761090731531255,32
387,2046,5.286821705426356,2028.0,2042.0,7300504122308532492,36
387,2046,5.286821705426356,2028.0,2042.0,17428295831607222167,43
387,2378,6.144702842377261,2366.0,2374.0,5529520602049870621,44
387,1710,4.4186046511627906,1692.0,1706.0,5480526306849614819,45
387,2046,5.286821705426356,2028.0,2042.0,5768338824108689306,46
434,2046,4.714285714285714,2028.0,2042.0,7746658504780028182,16
434,2046,4.714285714285714,2028.0,2042.0,6964649082014965102,25
434,2046,4.714285714285714,2028.0,2042.0,16146166753559306315,31
434,2046,4.714285714285714,2028.0,2042.0,8373965850637982337,41
485,2378,4.903092783505155,2366.0,2374.0,986202321991622151,2
485,2378,4.903092783505155,2366.0,2374.0,13303656343288389354,6
485,2378,4.903092783505155,2366.0,2374.0,7929383340872996620,49
543,4618,8.504604051565378,4602.0,4612.0,7068572731239181304,5
543,4618,8.504604051565378,4602.0,4612.0,18260094349385131088,13
543,2642,4.865561694290976,2634.0,2638.0,17661682279619562184,16
543,4618,8.504604051565378,4602.0,4612.0,12639989791042451215,20
543,4618,8.504604051565378,4602.0,4612.0,4747411988767363237,25
543,4618,8.504604051565378,4602.0,4612.0,9950620414355088350,34
543,4618,8.504604051565378,4602.0,4612.0,1798156370274436008,41
543,4618,8.504604051565378,4602.0,4612.0,6950830263405119475,44
608,4986,8.200657894736842,4950.0,4978.0,11121803580981678613,30
613,5162,8.420880913539968,5130.0,5158.0,2305007094601065940,7
613,5162,8.420880913539968,5130.0,5158.0,17506812047979763039,12
613,4986,8.133768352365417,4950.0,4978.0,13738581405018218165,21
613,4986,8.133768352365417,4950.0,4978.0,9684057822459044559,37
613,4986,8.133768352365417,4950.0,4978.0,6107421088021105316,38
681,5162,7.580029368575624,5130.0,5158.0,17820781993200784764,8
681,5162,7.580029368575624,5130.0,5158.0,211075011518622799,11
681,5162,7.580029368575624,5130.0,5158.0,4867368194221702507,16
681,5162,7.580029368575624,5130.0,5158.0,5867657569862695560,19
681,5162,7.580029368575624,5130.0,5158.0,10614900336029537425,21
681,5906,8.672540381791483,5888.0,5898.0,10730188025794666285,22
681,5162,7.580029368575624,5130.0,5158.0,16580809365373958136,25
681,5906,8.672540381791483,5888.0,5898.0,1509320098367913719,26
681,5162,7.580029368575624,5130.0,5158.0,4087100332883103223,28
681,5162,7.580029368575624,5130.0,5158.0,13891792908148912689,29
681,5162,7.580029368575624,5130.0,5158.0,856914895676340271,33
681,5162,7.580029368575624,5130.0,5158.0,8354629862107926268,35
681,5794,8.508076358296623,5778.0,5788.0,13951789648717241398,37
681,5906,8.672540381791483,5888.0,5898.0,10384660316262613848,41
681,5162,7.580029368575624,5130.0,5158.0,11393589110965939161,46
681,5162,7.580029368575624,5130.0,5158.0,4018141417564546573,48
681,5162,7.580029368575624,5130.0,5158.0,16492056003802657525,49
733,5906,8.057298772169167,5888.0,5898.0,4955869663030607708,5
733,5906,8.057298772169167,5888.0,5898.0,13863746057647260450,7
733,5906,8.057298772169167,5888.0,5898.0,5253920844681491623,9
733,5906,8.057298772169167,5888.0,5898.0,6275399572212249274,10
733,5906,8.057298772169167,5888.0,5898.0,17453257696312056350,11
733,5906,8.057298772169167,5888.0,5898.0,11408852860534281783,12
733,5906,8.057298772169167,5888.0,5898.0,6085150534297816950,15
733,5906,8.057298772169167,5888.0,5898.0,2168788302047553552,16
733,5906,8.057298772169167,5888.0,5898.0,2558651875428734653,18
733,5906,8.057298772169167,5888.0,5898.0,2937683879446252480,19
733,5906,8.057298772169167,5888.0,5898.0,2282617689100874034,21
733,5906,8.057298772169167,5888.0,5898.0,13721431965299075906,22
733,5906,8.057298772169167,5888.0,5898.0,4364050203847240635,27
733,5906,8.057298772169167,5888.0,5898.0,1118271932213702967,28
733,5906,8.057298772169167,5888.0,5898.0,18055998305017438248,29
733,5906,8.057298772169167,5888.0,5898.0,11153463719236399885,30
733,5906,8.057298772169167,5888.0,5898.0,6516582466147902009,31
733,5906,8.057298772169167,5888.0,5898.0,9593859863084754110,33
733,5906,8.057298772169167,5888.0,5898.0,2815180890693313706,34
733,5906,8.057298772169167,5888.0,5898.0,1639029767595041422,37
733,5906,8.057298772169167,5888.0,5898.0,6972957379667791780,39
733,5906,8.057298772169167,5888.0,5898.0,4035822304245984094,41
733,5906,8.057298772169167,5888.0,5898.0,14006348832796272467,43
733,5906,8.057298772169167,5888.0,5898.0,10420539632951481302,46
733,5906,8.057298772169167,5888.0,5898.0,2587057673994116903,47
733,5906,8.057298772169167,5888.0,5898.0,50175779516910630,48
762,5162,6.774278215223097,5130.0,5158.0,2914576597264586599,27
853,6242,7.317702227432591,6210.0,6238.0,7802659872216664725,0
853,6222,7.294255568581477,6192.0,6218.0,13023542836346635072,1
853,6242,7.317702227432591,6210.0,6238.0,6550952493415883861,2
853,6242,7.317702227432591,6210.0,6238.0,4947999926227399498,3
853,6242,7.317702227432591,6210.0,6238.0,8575948433742152425,4
853,6242,7.317702227432591,6210.0,6238.0,10588033527873361097,5
853,6242,7.317702227432591,6210.0,6238.0,11712106919038410987,6
853,6242,7.317702227432591,6210.0,6238.0,12113888708650617130,7
853,6242,7.317702227432591,6210.0,6238.0,14391570192085101462,8
853,6242,7.317702227432591,6210.0,6238.0,12962749041358560978,9
853,6242,7.317702227432591,6210.0,6238.0,8644547146858567978,10
853,6242,7.317702227432591,6210.0,6238.0,3479598696394095759,11
853,5162,6.05158264947245,5130.0,5158.0,1026514781698655556,12
853,6242,7.317702227432591,6210.0,6238.0,10208942377039858940,13
853,6242,7.317702227432591,6210.0,6238.0,16460154442331735715,14
853,6242,7.317702227432591,6210.0,6238.0,12976489710303902014,15
853,6242,7.317702227432591,6210.0,6238.0,13989876209599238265,16
853,6242,7.317702227432591,6210.0,6238.0,11227753802834330145,17
853,6242,7.317702227432591,6210.0,6238.0,18424962098168285902,18
853,6242,7.317702227432591,6210.0,6238.0,5129724830292325183,19
853,6242,7.317702227432591,6210.0,6238.0,16287000009059273827,20
853,6242,7.317702227432591,6210.0,6238.0,2446726456873839531,21
853,6222,7.294255568581477,6192.0,6218.0,3265433485859829566,22
853,6242,7.317702227432591,6210.0,6238.0,4082527538705411172,23
853,6242,7.317702227432591,6210.0,6238.0,13308619416237491580,24
853,6222,7.294255568581477,6192.0,6218.0,17317693768014733578,25
853,6222,7.294255568581477,6192.0,6218.0,2023479578390854273,26
853,6242,7.317702227432591,6210.0,6238.0,8756544432908758742,27
853,6242,7.317702227432591,6210.0,6238.0,4381180642128946345,28
853,6242,7.317702227432591,6210.0,6238.0,6612687039040278717,29
853,6242,7.317702227432591,6210.0,6238.0,10699536405685340512,30
853,6222,7.294255568581477,6192.0,6218.0,5354204364990205343,31
853,6242,7.317702227432591,6210.0,6238.0,18013792863839682713,32
853,6222,7.294255568581477,6192.0,6218.0,1784113431308950069,33
853,6242,7.317702227432591,6210.0,6238.0,9258533780486109264,34
853,6242,7.317702227432591,6210.0,6238.0,3471422533784694159,35
853,6222,7.294255568581477,6192.0,6218.0,14423739178967862117,36
853,6242,7.317702227432591,6210.0,6238.0,11793040123787639173,37
853,6242,7.317702227432591,6210.0,6238.0,4370823812835692365,38
853,6242,7.317702227432591,6210.0,6238.0,13781855885909363266,39
853,6242,7.317702227432591,6210.0,6238.0,5764835728073330143,40
853,6242,7.317702227432591,6210.0,6238.0,4958896923709096062,41
853,6242,7.317702227432591,6210.0,6238.0,7310113691392980461,42
853,6242,7.317702227432591,6210.0,6238.0,4366651169845836192,43
853,6242,7.317702227432591,6210.0,6238.0,261781979420910877,44
853,6242,7.317702227432591,6210.0,6238.0,1577840210788976037,45
853,6242,7.317702227432591,6210.0,6238.0,7014979316151166183,46
853,6242,7.317702227432591,6210.0,6238.0,16809216328837680063,47
853,6242,7.317702227432591,6210.0,6238.0,7214976242988897699,48
853,6222,7.294255568581477,6192.0,6218.0,2748676960427473996,49
955,6242,6.536125654450262,6210.0,6238.0,6944704896805526167,0
955,6242,6.536125654450262,6210.0,6238.0,12964387531215314332,3
955,6242,6.536125654450262,6210.0,6238.0,10049636096741595226,4
955,6242,6.536125654450262,6210.0,6238.0,9315890929623575145,5
955,6222,6.515183246073298,6192.0,6218.0,14689118723434809372,6
955,6242,6.536125654450262,6210.0,6238.0,6412079928184660385,8
955,5162,5.4052356020942405,5130.0,5158.0,7016883564237273687,9
955,6242,6.536125654450262,6210.0,6238.0,17412814546913021852,11
955,6242,6.536125654450262,6210.0,6238.0,11688301007680425994,12
955,6242,6.536125654450262,6210.0,6238.0,10191590892052537947,14
955,6242,6.536125654450262,6210.0,6238.0,8312591793015384454,15
955,6242,6.536125654450262,6210.0,6238.0,4779092764729103935,16
955,6242,6.536125654450262,6210.0,6238.0,16857137311598556683,17
955,6242,6.536125654450262,6210.0,6238.0,3970586198281532814,18
955,6242,6.536125654450262,6210.0,6238.0,17748620781847965969,20
955,6242,6.536125654450262,6210.0,6238.0,8548339728564061889,21
955,6222,6.515183246073298,6192.0,6218.0,6505885815809487959,22
955,6242,6.536125654450262,6210.0,6238.0,2589349071705675940,25
955,6242,6.536125654450262,6210.0,6238.0,15625873112385888768,27
955,6242,6.536125654450262,6210.0,6238.0,3605738534056562913,28
955,6222,6.515183246073298,6192.0,6218.0,3851154317890419472,29
955,6242,6.536125654450262,6210.0,6238.0,16062241528572522840,30
955,6242,6.536125654450262,6210.0,6238.0,15408601959671840689,31
955,6242,6.536125654450262,6210.0,6238.0,6939404914137840941,32
955,6242,6.536125654450262,6210.0,6238.0,432913079894144190,33
955,6242,6.536125654450262,6210.0,6238.0,11586117554183397025,34
955,6222,6.515183246073298,6192.0,6218.0,9991146002184994135,35
955,6242,6.536125654450262,6210.0,6238.0,8588203023653746330,36
955,6242,6.536125654450262,6210.0,6238.0,13898288244628827753,37
955,6242,6.536125654450262,6210.0,6238.0,11344211854376642570,39
955,6242,6.536125654450262,6210.0,6238.0,6503465912357895427,40
955,6242,6.536125654450262,6210.0,6238.0,12619003333975447544,41
955,6242,6.536125654450262,6210.0,6238.0,11941010305263418253,42
955,6242,6.536125654450262,6210.0,6238.0,6562444419701396599,44
955,6242,6.536125654450262,6210.0,6238.0,509580129377801556,45
955,7562,7.918324607329843,7546.0,7558.0,5763396625282282713,46
955,6242,6.536125654450262,6210.0,6238.0,10553664597349245667,48
955,6242,6.536125654450262,6210.0,6238.0,13963453660244720707,49
1069,8570,8.016838166510757,8554.0,8566.0,3476632591536500525,3
1069,8570,8.016838166510757,8554.0,8566.0,12471892865316375112,5
1069,8570,8.016838166510757,8554.0,8566.0,12031288037551428690,8
1069,8570,8.016838166510757,8554.0,8566.0,13094642635078502601,11
1069,6242,5.83910196445276,6210.0,6238.0,6303169626916410241,12
1069,8570,8.016838166510757,8554.0,8566.0,14347834458610348173,17
1069,6242,5.83910196445276,6210.0,6238.0,6705768304730845827,20
1069,8570,8.016838166510757,8554.0,8566.0,13044285924136547751,21
1069,8570,8.016838166510757,8554.0,8566.0,10187897148586889618,25
1069,8570,8.016838166510757,8554.0,8566.0,15473789341587397974,29
1069,8570,8.016838166510757,8554.0,8566.0,15847107203547718697,33
1069,8570,8.016838166510757,8554.0,8566.0,15084991500648559236,34
1069,6222,5.8203928905519176,6192.0,6218.0,2334769698567197634,39
1069,8570,8.016838166510757,8554.0,8566.0,4215102867395277143,41
1069,8570,8.016838166510757,8554.0,8566.0,15396335713174466476,43
1197,7562,6.317460317460317,7546.0,7558.0,4483786095848674252,1
1197,9410,7.861319966583125,9394.0,9406.0,5022928021085157914,3
1197,9410,7.861319966583125,9394.0,9406.0,1752331833843261843,5
1197,9410,7.861319966583125,9394.0,9406.0,16156405981192946577,8
1197,9410,7.861319966583125,9394.0,9406.0,3559305000853459457,9
1197,9410,7.861319966583125,9394.0,9406.0,15431769755748480609,10
1197,9410,7.861319966583125,9394.0,9406.0,14942419507109212936,11
1197,9410,7.861319966583125,9394.0,9406.0,4903859481093491406,12
1197,7562,6.317460317460317,7546.0,7558.0,4705923103333452858,14
1197,9410,7.861319966583125,9394.0,9406.0,5284053706420054887,15
1197,6733,5.624895572263993,6723.0,6729.0,14346011275497281092,17
1197,9410,7.861319966583125,9394.0,9406.0,15571382024239075263,18
1197,9410,7.861319966583125,9394.0,9406.0,2133251086467450548,21
1197,9410,7.861319966583125,9394.0,9406.0,8611213032374192632,22
1197,9410,7.861319966583125,9394.0,9406.0,5661314088820628947,23
1197,9410,7.861319966583125,9394.0,9406.0,4703031276266092745,25
1197,9410,7.861319966583125,9394.0,9406.0,8160433926731390778,26
1197,7562,6.317460317460317,7546.0,7558.0,16771054853356369829,29
1197,9410,7.861319966583125,9394.0,9406.0,1700604810270775281,31
1197,9410,7.861319966583125,9394.0,9406.0,2789954399412797823,32
1197,7562,6.317460317460317,7546.0,7558.0,13724245005097491993,34
1197,9410,7.861319966583125,9394.0,9406.0,12401513813149644240,35
1197,6242,5.214703425229741,6210.0,6238.0,8716214310350773435,36
1197,7562,6.317460317460317,7546.0,7558.0,14853859377032637098,37
1197,7562,6.317460317460317,7546.0,7558.0,14275227085486655723,39
1197,6242,5.214703425229741,6210.0,6238.0,11723392149609289668,41
1197,9410,7.861319966583125,9394.0,9406.0,9084051436850464318,42
1197,9410,7.861319966583125,9394.0,9406.0,1546970658060749614,44
1197,9410,7.861319966583125,9394.0,9406.0,12324379256658993041,46
1197,9410,7.861319966583125,9394.0,9406.0,3837782721269814762,48
1197,7562,6.317460317460317,7546.0,7558.0,17604034404074201530,49
1291,10202,7.9024012393493415,10194.0,10198.0,9962763143639509576,2
1291,10446,8.09140201394268,10430.0,10438.0,18316970147871978454,3
1291,7562,5.857474825716499,7546.0,7558.0,3212994314850357329,4
1291,10446,8.09140201394268,10430.0,10438.0,15503555214971918015,6
1291,10446,8.09140201394268,10430.0,10438.0,12231512440602265324,8
1291,10446,8.09140201394268,10430.0,10438.0,18104210551146294154,9
1291,10446,8.09140201394268,10430.0,10438.0,2102400792756012882,11
1291,7562,5.857474825716499,7546.0,7558.0,4483482066084872945,13
1291,9410,7.288923315259488,9394.0,9406.0,2915204546223609712,19
1291,7562,5.857474825716499,7546.0,7558.0,17323794598417357401,20
1291,9410,7.288923315259488,9394.0,9406.0,3958974934946198606,21
1291,9410,7.288923315259488,9394.0,9406.0,1228330429907415523,23
1291,10446,8.09140201394268,10430.0,10438.0,13358251171440337819,33
1291,10446,8.09140201394268,10430.0,10438.0,4498738079374591273,37
1291,10446,8.09140201394268,10430.0,10438.0,15957699005835992993,39
1291,10446,8.09140201394268,10430.0,10438.0,12586688960039920060,40
1291,10446,8.09140201394268,10430.0,10438.0,14188337172325004115,41
1291,10446,8.09140201394268,10430.0,10438.0,2971566480234923057,44
1291,10446,8.09140201394268,10430.0,10438.0,981741464926269357,45
1291,10202,7.9024012393493415,10194.0,10198.0,2582511138348920396,46
1291,10446,8.09140201394268,10430.0,10438.0,8328440950009882353,49
1340,9410,7.022388059701493,9394.0,9406.0,16556326088812033417,17
1340,9410,7.022388059701493,9394.0,9406.0,13195778321648020792,22
1340,6733,5.0246268656716415,6723.0,6729.0,18001285799659799985,39
1340,9410,7.022388059701493,9394.0,9406.0,1557460769767780931,44
1500,9410,6.273333333333333,9394.0,9406.0,17463239685139762195,0
1500,9410,6.273333333333333,9394.0,9406.0,10182803106411149265,1
1500,9410,6.273333333333333,9394.0,9406.0,5287988462748639168,3
1500,9410,6.273333333333333,9394.0,9406.0,1392615569708934961,5
1500,10202,6.801333333333333,10194.0,10198.0,4611026599882969924,7
1500,9410,6.273333333333333,9394.0,9406.0,167961145475826632,8
1500,9410,6.273333333333333,9394.0,9406.0,6901965455054830918,11
1500,9410,6.273333333333333,9394.0,9406.0,6970207816929636067,12
1500,9410,6.273333333333333,9394.0,9406.0,2769070894844727984,15
1500,9410,6.273333333333333,9394.0,9406.0,12916056268060542859,16
1500,10202,6.801333333333333,10194.0,10198.0,16408093813528278761,18
1500,9410,6.273333333333333,9394.0,9406.0,9184203180947208785,19
1500,9410,6.273333333333333,9394.0,9406.0,13851996688848894623,21
1500,9410,6.273333333333333,9394.0,9406.0,8350678685630480626,22
1500,9410,6.273333333333333,9394.0,9406.0,8861173750948644180,25
1500,9410,6.273333333333333,9394.0,9406.0,6823756851231054232,26
1500,9410,6.273333333333333,9394.0,9406.0,3079647711690239817,27
1500,9410,6.273333333333333,9394.0,9406.0,1296787400411566016,30
1500,10202,6.801333333333333,10194.0,10198.0,12869262305676117233,34
1500,9410,6.273333333333333,9394.0,9406.0,15322392705628302693,37
1500,9410,6.273333333333333,9394.0,9406.0,11683340611330419728,38
1500,9410,6.273333333333333,9394.0,9406.0,3095653594463655936,39
1500,9410,6.273333333333333,9394.0,9406.0,2906788151873634361,40
1500,9410,6.273333333333333,9394.0,9406.0,11840649448129426864,41
1500,9410,6.273333333333333,9394.0,9406.0,5002766195393518576,43
1500,9410,6.273333333333333,9394.0,9406.0,18271969762840578298,44
1500,9410,6.273333333333333,9394.0,9406.0,15950232578055091369,45
1500,10202,6.801333333333333,10194.0,10198.0,14591320735748926026,46
